X_01,X_02,X_05,X_06
67.485,103.321,102.03,70.904
74.623,103.32,103.157,74.983
70.544,103.32,103.155,70.904
72.583,103.32,103.155,72.943
69.524,103.32,103.151,69.884
70.544,103.32,103.139,70.904
68.504,103.32,101.905,73.963
69.524,103.32,101.959,71.923
70.544,103.32,103.155,70.904
73.603,103.32,103.153,73.963
70.544,103.32,103.153,70.904
69.524,103.32,103.152,69.884
69.524,103.32,103.158,69.884
70.544,103.32,103.152,70.904
73.603,103.32,103.152,73.963
66.465,103.32,103.139,66.825
73.603,103.32,103.155,73.963
71.563,103.32,103.158,71.923
70.544,103.32,103.158,70.904
74.623,103.32,103.157,74.983
69.524,103.321,101.927,70.904
73.603,103.32,103.156,73.963
69.524,103.32,103.148,69.884
67.485,103.32,101.94,68.864
67.485,103.32,103.13,67.845
66.465,103.32,103.143,66.825
72.583,103.32,103.159,72.943
70.544,103.32,103.159,70.904
65.445,103.32,103.154,65.805
68.504,103.32,101.977,69.884
69.524,103.32,103.135,69.884
66.465,103.32,101.991,67.845
67.485,103.32,102.055,73.963
72.583,103.321,103.14,72.943
69.524,103.32,101.996,71.923
68.504,103.32,101.997,68.864
68.504,103.32,103.129,68.864
68.504,103.32,103.126,68.864
66.465,103.32,101.938,67.845
70.544,103.32,101.951,70.904
70.544,103.321,103.158,70.904
70.544,103.32,102.068,70.904
66.465,103.32,103.134,66.825
69.524,103.32,101.968,69.884
71.563,103.32,103.158,71.923
69.524,103.32,103.151,69.884
66.465,103.32,101.987,66.825
69.524,103.32,101.962,71.923
66.465,103.32,101.983,66.825
69.524,103.321,103.157,69.884
67.485,103.321,102.025,68.864
68.504,103.32,101.999,69.884
65.445,103.32,102.019,65.805
66.465,103.32,102.008,68.864
68.504,103.32,101.941,68.864
66.465,103.32,102.05,70.904
66.465,103.32,103.152,66.825
67.485,103.321,101.992,68.864
71.563,103.321,103.154,71.923
67.485,103.32,101.976,67.845
70.544,103.321,103.143,70.904
67.485,103.321,101.994,67.845
67.485,103.32,103.158,67.845
65.445,103.32,102.056,67.845
69.524,103.321,103.144,69.884
66.465,103.32,101.895,66.825
66.465,103.321,102.016,68.864
67.485,103.32,103.144,67.845
69.524,103.32,103.156,69.884
67.485,103.32,102.048,67.845
67.485,103.32,103.142,67.845
69.524,103.32,102.04,69.884
70.544,103.321,103.142,70.904
67.485,103.32,103.142,67.845
70.544,103.32,103.152,70.904
67.485,103.32,103.152,67.845
70.544,103.32,103.153,70.904
72.583,103.32,103.157,72.943
68.504,103.32,103.158,68.864
69.524,103.32,103.137,69.884
69.524,103.321,103.157,69.884
67.485,103.32,101.971,67.845
67.485,103.32,102.009,68.864
73.603,103.321,103.153,73.963
72.583,103.32,103.152,72.943
73.603,103.321,103.159,73.963
69.524,103.32,103.148,69.884
68.504,103.32,103.133,68.864
67.485,103.321,102.008,68.864
73.603,103.32,103.157,73.963
72.583,103.32,103.157,72.943
71.563,103.32,103.159,71.923
69.524,103.32,103.145,69.884
66.465,103.32,101.953,66.825
66.465,103.32,101.944,66.825
68.504,103.32,103.139,68.864
71.563,103.32,103.149,71.923
64.425,103.32,102.039,65.805
67.485,103.32,103.154,67.845
69.524,103.32,103.136,69.884
67.485,103.32,101.976,67.845
70.544,103.32,103.154,70.904
70.544,103.32,103.157,70.904
66.465,103.32,101.946,68.864
69.524,103.32,102.006,69.884
70.544,103.32,103.157,70.904
70.544,103.32,101.951,70.904
69.524,103.321,101.923,71.923
71.563,103.321,103.156,71.923
66.465,103.32,101.948,66.825
68.504,103.32,101.909,68.864
68.504,103.32,103.145,68.864
68.504,103.32,102.011,68.864
65.445,103.32,102.009,66.825
65.445,103.32,102.009,66.825
66.465,103.32,101.955,68.864
68.504,103.32,101.972,68.864
68.504,103.32,101.963,69.884
70.544,103.32,103.15,70.904
68.504,103.32,101.934,69.884
68.504,103.32,101.954,69.884
72.583,103.32,103.153,72.943
71.563,103.32,103.153,71.923
70.544,103.32,103.143,70.904
67.485,103.32,101.957,69.884
67.485,103.32,101.972,70.904
69.524,103.32,101.991,69.884
67.485,103.321,103.15,67.845
66.465,103.32,103.152,66.825
68.504,103.32,103.151,68.864
66.465,103.32,103.135,66.825
67.485,103.32,103.148,67.845
66.465,103.32,103.145,66.825
65.445,103.32,103.151,65.805
65.445,103.32,101.904,65.805
64.425,103.321,103.156,64.785
68.504,103.32,103.131,68.864
67.485,103.321,103.157,67.845
66.465,103.32,103.144,66.825
66.465,103.32,103.127,66.825
68.504,103.32,101.944,68.864
67.485,103.32,102.018,67.845
66.465,103.32,101.999,66.825
70.544,103.321,103.152,70.904
68.504,103.32,101.948,68.864
68.504,103.321,103.15,68.864
71.563,103.32,103.157,71.923
66.465,103.32,103.134,66.825
67.485,103.32,103.143,67.845
69.524,103.32,103.156,69.884
68.504,103.321,103.157,68.864
65.445,103.32,101.985,66.825
66.465,103.32,103.144,66.825
67.485,103.321,101.951,68.864
66.465,103.32,101.955,66.825
65.445,103.32,101.995,67.845
66.465,103.32,102.034,67.845
68.504,103.32,103.149,68.864
69.524,103.32,103.148,69.884
70.544,103.32,103.155,70.904
69.524,103.32,103.153,69.884
69.524,103.32,103.146,69.884
68.504,103.32,102.001,68.864
68.504,103.32,102.001,68.864
68.504,103.32,101.942,69.884
67.485,103.32,101.941,67.845
71.563,103.32,103.143,71.923
67.485,103.32,102.017,67.845
69.524,103.32,103.157,69.884
70.544,103.32,103.158,70.904
67.485,103.32,102.074,68.864
69.524,103.32,101.921,69.884
66.465,103.32,101.992,67.845
66.465,103.32,103.137,66.825
71.563,103.32,103.151,71.923
66.465,103.321,102.015,68.864
71.563,103.32,103.154,71.923
69.524,103.32,103.158,69.884
69.524,103.32,103.156,69.884
65.445,103.32,102.006,66.825
67.485,103.32,101.968,67.845
69.524,103.32,101.97,69.884
67.485,103.321,101.988,67.845
66.465,103.32,102.033,68.864
70.544,103.32,103.141,70.904
69.524,103.32,103.136,69.884
71.563,103.32,103.154,71.923
68.504,103.32,103.135,68.864
67.485,103.32,102.006,67.845
69.524,103.32,103.133,69.884
68.504,103.321,103.136,68.864
70.544,103.32,103.153,70.904
67.485,103.32,101.971,67.845
69.524,103.32,103.145,69.884
69.524,103.32,103.142,69.884
68.504,103.32,101.941,68.864
70.544,103.32,103.155,70.904
71.563,103.32,103.147,71.923
70.544,103.321,103.153,70.904
70.544,103.32,103.151,70.904
66.465,103.321,103.139,66.825
68.504,103.321,101.954,68.864
71.563,103.32,103.158,71.923
68.504,103.32,101.99,68.864
67.485,103.32,102.062,69.884
70.544,103.32,103.156,70.904
69.524,103.32,103.142,69.884
71.563,103.32,103.145,71.923
69.524,103.32,103.147,69.884
65.445,103.32,101.979,66.825
67.485,103.321,102.04,69.884
68.504,103.32,102.011,68.864
69.524,103.32,101.95,69.884
70.544,103.32,103.155,70.904
68.504,103.32,103.157,68.864
66.465,103.32,102.013,68.864
68.504,103.32,103.147,68.864
70.544,103.321,103.15,70.904
70.544,103.32,103.156,70.904
66.465,103.32,103.14,66.825
66.465,103.32,102.013,67.845
66.465,103.32,103.146,66.825
68.504,103.32,103.136,68.864
67.485,103.32,103.147,67.845
70.544,103.32,103.145,70.904
66.465,103.32,101.951,66.825
67.485,103.32,103.124,67.845
68.504,103.32,103.153,68.864
69.524,103.32,103.155,69.884
64.425,103.32,101.973,66.825
66.465,103.32,103.152,66.825
66.465,103.32,103.149,66.825
68.504,103.32,103.154,68.864
67.485,103.32,102.027,69.884
66.465,103.32,101.996,70.904
69.524,103.32,103.153,69.884
67.485,103.32,103.134,67.845
69.524,103.321,101.962,71.923
66.465,103.32,102.004,69.884
68.504,103.32,102.028,70.904
68.504,103.32,101.975,69.884
68.504,103.32,101.955,71.923
65.445,103.321,101.952,68.864
66.465,103.321,102.015,68.864
68.504,103.32,101.992,68.864
69.524,103.321,102.041,70.904
67.485,103.321,101.98,70.904
68.504,103.32,103.153,68.864
70.544,103.32,102.041,70.904
67.485,103.32,101.986,71.923
69.524,103.32,102.031,69.884
67.485,103.32,102.053,69.884
69.524,103.32,101.987,70.904
67.485,103.32,101.984,69.884
67.485,103.32,101.995,70.904
68.504,103.32,101.943,69.884
67.485,103.32,101.987,68.864
66.465,103.32,102.005,66.825
66.465,103.32,101.958,69.884
70.544,103.321,102.01,72.943
70.544,103.32,103.15,70.904
66.465,103.32,101.997,66.825
71.563,103.32,103.144,71.923
66.465,103.32,102.12,71.923
69.524,103.32,101.922,69.884
69.524,103.32,103.154,69.884
69.524,103.32,103.143,69.884
69.524,103.32,102.036,70.904
67.485,103.32,102.005,69.884
69.524,103.32,101.964,70.904
67.485,103.321,102.006,69.884
68.504,103.32,101.962,71.923
69.524,103.32,102.014,71.923
69.524,103.32,102.006,71.923
70.544,103.32,102.008,71.923
67.485,103.32,102.0,69.884
67.485,103.32,101.962,69.884
71.563,103.321,103.159,71.923
71.563,103.32,103.151,71.923
70.544,103.32,101.975,70.904
67.485,103.32,101.984,69.884
67.485,103.32,101.921,69.884
69.524,103.32,102.083,73.963
69.524,103.321,101.969,71.923
67.485,103.32,101.907,69.884
67.485,103.32,102.013,70.904
70.544,103.32,102.021,72.943
69.524,103.32,101.953,71.923
69.524,103.32,101.936,69.884
66.465,103.32,102.004,69.884
67.485,103.32,102.038,71.923
69.524,103.32,102.047,69.884
69.524,103.32,101.996,70.904
68.504,103.32,103.148,68.864
69.524,103.32,102.009,70.904
68.504,103.32,103.147,68.864
70.544,103.321,103.151,70.904
67.485,103.32,101.979,68.864
68.504,103.32,102.006,68.864
69.524,103.321,102.012,70.904
69.524,103.32,101.978,69.884
68.504,103.32,102.139,68.864
70.544,103.32,101.996,71.923
70.544,103.32,101.941,70.904
70.544,103.32,101.949,71.923
68.504,103.32,101.931,69.884
73.603,103.32,103.153,73.963
71.563,103.321,103.147,71.923
68.504,103.32,103.156,68.864
68.504,103.32,102.031,69.884
65.445,103.321,102.038,68.864
68.504,103.32,103.125,68.864
67.485,103.32,102.026,67.845
67.485,103.32,103.134,67.845
68.504,103.321,101.979,69.884
71.563,103.32,103.152,71.923
69.524,103.321,103.139,69.884
68.504,103.32,101.979,69.884
67.485,103.321,101.989,69.884
69.524,103.32,102.035,70.904
69.524,103.32,101.968,69.884
64.425,103.32,102.009,65.805
69.524,103.32,103.137,69.884
74.623,103.321,103.157,74.983
67.485,103.32,101.924,68.864
69.524,103.32,101.993,69.884
68.504,103.32,102.027,68.864
63.406,103.32,101.994,68.864
66.465,103.32,101.984,69.884
69.524,103.321,103.152,69.884
71.563,103.32,103.139,71.923
67.485,103.32,101.946,67.845
68.504,103.32,101.94,69.884
70.544,103.32,102.041,73.963
75.642,103.32,103.153,76.002
71.563,103.32,103.147,71.923
71.563,103.32,103.157,71.923
68.504,103.32,103.15,68.864
68.504,103.32,103.138,68.864
68.504,103.32,103.152,68.864
66.465,103.32,101.999,67.845
66.465,103.321,101.988,68.864
68.504,103.32,102.045,68.864
69.524,103.32,102.03,70.904
68.504,103.32,102.014,70.904
69.524,103.32,101.946,69.884
71.563,103.32,103.147,71.923
64.425,103.321,101.978,64.785
67.485,103.32,103.153,67.845
66.465,103.32,101.903,68.864
68.504,103.32,101.944,69.884
68.504,103.32,103.149,68.864
70.544,103.32,103.151,70.904
69.524,103.32,103.149,69.884
68.504,103.32,102.007,68.864
68.504,103.32,103.132,68.864
69.524,103.32,101.973,69.884
67.485,103.321,101.94,67.845
68.504,103.32,103.128,68.864
71.563,103.32,103.151,71.923
67.485,103.32,101.993,70.904
68.504,103.32,103.152,68.864
71.563,103.32,103.158,71.923
67.485,103.32,103.143,67.845
69.524,103.321,103.159,69.884
70.544,103.321,103.157,70.904
70.544,103.32,103.151,70.904
68.504,103.32,103.156,68.864
68.504,103.321,102.014,71.923
68.504,103.32,102.01,68.864
69.524,103.32,101.957,69.884
69.524,103.321,102.027,70.904
67.485,103.32,101.985,70.904
68.504,103.321,101.947,71.923
66.465,103.32,101.907,71.923
70.544,103.32,103.153,70.904
69.524,103.321,102.003,69.884
66.465,103.32,101.971,66.825
71.563,103.32,103.144,71.923
69.524,103.32,102.064,69.884
68.504,103.32,101.99,70.904
68.504,103.32,102.066,73.963
68.504,103.32,102.001,70.904
66.465,103.32,102.049,69.884
71.563,103.32,103.141,71.923
70.544,103.32,103.15,70.904
68.504,103.32,103.147,68.864
67.485,103.32,101.818,71.923
70.544,103.32,102.019,70.904
67.485,103.32,101.998,68.864
69.524,103.32,102.006,71.923
68.504,103.32,101.947,71.923
68.504,103.32,101.965,71.923
68.504,103.321,102.016,71.923
69.524,103.321,102.037,70.904
69.524,103.32,102.015,69.884
69.524,103.32,103.14,69.884
73.603,103.32,103.159,73.963
67.485,103.32,103.146,67.845
68.504,103.321,102.019,70.904
68.504,103.32,103.15,68.864
64.425,103.32,101.91,66.825
69.524,103.32,103.135,69.884
67.485,103.32,103.146,67.845
68.504,103.32,103.149,68.864
69.524,103.32,103.155,69.884
67.485,103.32,103.156,67.845
68.504,103.32,102.065,68.864
68.504,103.32,103.138,68.864
67.485,103.32,103.139,67.845
66.465,103.32,101.896,71.923
69.524,103.32,103.155,69.884
66.465,103.32,101.955,73.963
63.406,103.321,101.958,71.923
69.524,103.32,103.153,69.884
66.465,103.32,101.904,71.923
67.485,103.32,103.158,67.845
66.465,103.32,101.928,70.904
70.544,103.32,101.952,72.943
69.524,103.32,103.151,69.884
71.563,103.32,103.139,71.923
70.544,103.321,102.031,74.983
71.563,103.32,101.913,73.963
69.524,103.321,101.917,72.943
68.504,103.321,101.883,69.884
66.465,103.32,101.929,73.963
68.504,103.32,101.996,73.963
70.544,103.32,103.153,70.904
67.485,103.32,101.981,67.845
71.563,103.321,103.158,71.923
68.504,103.32,103.133,68.864
69.524,103.32,101.933,69.884
68.504,103.32,101.943,73.963
71.563,103.32,101.997,72.943
69.524,103.32,101.923,74.983
70.544,103.32,102.019,72.943
70.544,103.32,103.149,70.904
69.524,103.321,101.974,71.923
72.583,103.32,103.152,72.943
74.623,103.32,103.136,74.983
74.623,103.32,103.155,74.983
71.563,103.32,103.132,71.923
71.563,103.32,103.144,71.923
73.603,103.32,103.154,73.963
72.583,103.32,103.156,72.943
72.583,103.32,103.153,72.943
70.544,103.32,103.152,70.904
71.563,103.32,103.156,71.923
76.662,103.32,103.157,77.022
77.682,103.32,103.156,78.042
73.603,103.321,103.147,73.963
72.583,103.32,103.153,72.943
69.524,103.32,101.901,72.943
71.563,103.32,103.157,71.923
71.563,103.32,103.152,71.923
73.603,103.32,103.155,73.963
72.583,103.32,103.155,72.943
71.563,103.32,103.153,71.923
70.544,103.32,103.157,70.904
70.544,103.32,103.137,70.904
72.583,103.321,103.159,72.943
76.662,103.32,103.156,77.022
68.504,103.32,101.858,71.923
67.485,103.32,101.911,72.943
66.465,103.32,101.928,72.943
67.485,103.32,101.959,67.845
67.485,103.32,101.981,71.923
68.504,103.32,101.903,72.943
69.524,103.32,101.921,71.923
68.504,103.32,101.937,69.884
70.544,103.32,103.157,70.904
70.544,103.32,101.992,71.923
69.524,103.32,103.145,69.884
70.544,103.32,103.149,70.904
69.524,103.32,101.952,70.904
71.563,103.32,103.122,71.923
68.504,103.32,101.967,71.923
71.563,103.32,103.132,71.923
68.504,103.32,101.916,73.963
68.504,103.321,101.919,70.904
68.504,103.32,101.893,76.002
67.485,103.32,101.884,73.963
69.524,103.32,101.997,69.884
71.563,103.32,101.957,73.963
70.544,103.32,101.946,73.963
68.504,103.32,101.926,70.904
67.485,103.32,101.936,70.904
68.504,103.32,101.96,72.943
69.524,103.321,101.958,74.983
66.465,103.321,102.004,73.963
68.504,103.32,101.904,73.963
69.524,103.32,101.883,73.963
67.485,103.32,101.921,72.943
74.623,103.32,103.155,74.983
69.524,103.32,103.115,69.884
72.583,103.32,103.144,72.943
67.485,103.32,101.997,67.845
71.563,103.32,103.146,71.923
69.524,103.321,102.004,69.884
74.623,103.321,103.156,74.983
68.504,103.321,102.004,70.904
69.524,103.32,103.158,69.884
69.524,103.321,103.157,69.884
71.563,103.32,103.148,71.923
70.544,103.32,103.15,70.904
71.563,103.32,103.136,71.923
70.544,103.32,103.148,70.904
70.544,103.32,103.15,70.904
71.563,103.32,103.15,71.923
69.524,103.32,102.02,70.904
69.524,103.32,103.128,69.884
70.544,103.32,101.979,73.963
72.583,103.32,101.99,76.002
73.603,103.32,103.15,73.963
73.603,103.32,103.142,73.963
69.524,103.32,102.03,70.904
68.504,103.32,101.934,68.864
69.524,103.321,101.935,73.963
68.504,103.32,103.13,68.864
69.524,103.32,103.15,69.884
69.524,103.32,103.137,69.884
69.524,103.32,101.902,73.963
69.524,103.321,101.906,73.963
66.465,103.32,101.888,69.884
71.563,103.32,103.145,71.923
68.504,103.32,101.91,73.963
69.524,103.32,101.924,73.963
68.504,103.32,103.157,68.864
70.544,103.32,101.957,70.904
69.524,103.32,103.142,69.884
66.465,103.32,101.868,69.884
68.504,103.32,103.154,68.864
69.524,103.32,103.131,69.884
69.524,103.32,103.145,69.884
79.721,103.32,103.157,80.081
69.524,103.32,103.138,69.884
70.544,103.32,103.15,70.904
71.563,103.32,103.141,71.923
71.563,103.321,101.935,71.923
71.563,103.32,103.142,71.923
74.623,103.32,103.153,74.983
76.662,103.32,103.157,77.022
73.603,103.32,103.138,73.963
69.524,103.32,103.154,69.884
68.504,103.32,103.133,68.864
70.544,103.32,103.154,70.904
68.504,103.32,101.948,71.923
69.524,103.32,101.961,69.884
71.563,103.32,103.153,71.923
67.485,103.32,101.974,67.845
67.485,103.32,102.058,71.923
72.583,103.32,103.156,72.943
73.603,103.32,103.153,73.963
73.603,103.32,103.158,73.963
72.583,103.321,103.157,72.943
74.623,103.32,103.157,74.983
72.583,103.32,103.154,72.943
77.682,103.32,103.157,78.042
71.563,103.32,103.129,71.923
69.524,103.32,101.926,71.923
69.524,103.32,101.926,70.904
71.563,103.32,101.95,71.923
67.485,103.32,103.137,67.845
68.504,103.32,101.935,69.884
71.563,103.32,103.14,71.923
69.524,103.32,103.141,69.884
72.583,103.32,103.158,72.943
71.563,103.32,103.125,71.923
72.583,103.32,103.157,72.943
69.524,103.32,101.987,69.884
73.603,103.32,103.151,73.963
72.583,103.32,103.158,72.943
70.544,103.32,103.156,70.904
71.563,103.32,103.152,71.923
71.563,103.32,101.911,73.963
69.524,103.321,101.943,73.963
70.544,103.32,101.959,74.983
72.583,103.32,103.154,72.943
70.544,103.32,101.946,73.963
67.485,103.32,101.902,72.943
71.563,103.32,102.013,74.983
66.465,103.321,101.97,70.904
69.524,103.32,101.92,74.983
68.504,103.32,101.991,70.904
67.485,103.321,101.898,73.963
67.485,103.32,101.879,71.923
65.445,103.32,101.863,68.864
69.524,103.32,102.003,69.884
66.465,103.321,101.961,70.904
68.504,103.32,101.93,73.963
70.544,103.32,103.147,70.904
69.524,103.32,102.022,69.884
69.524,103.32,101.932,69.884
70.544,103.32,103.145,70.904
72.583,103.32,103.149,72.943
67.485,103.32,101.909,71.923
66.465,103.32,101.847,70.904
70.544,103.32,101.9,74.983
75.642,103.32,103.158,76.002
73.603,103.32,103.144,73.963
69.524,103.32,101.985,70.904
71.563,103.321,103.151,71.923
73.603,103.321,103.154,73.963
71.563,103.32,103.153,71.923
69.524,103.32,101.891,73.963
67.485,103.32,101.803,70.904
70.544,103.32,101.902,72.943
70.544,103.32,103.157,70.904
63.406,103.32,101.863,69.884
68.504,103.32,101.875,69.884
69.524,103.32,101.893,71.923
66.465,103.32,101.989,67.845
68.504,103.32,101.893,70.904
71.563,103.32,101.894,72.943
66.465,103.32,101.881,73.963
72.583,103.32,101.942,77.022
66.465,103.32,101.788,73.963
69.524,103.32,101.851,73.963
68.504,103.32,101.904,77.022
70.544,103.32,102.003,74.983
70.544,103.321,102.014,73.963
68.504,103.32,101.942,69.884
71.563,103.32,102.016,72.943
70.544,103.32,101.926,73.963
70.544,103.32,101.959,70.904
71.563,103.32,102.005,71.923
67.485,103.32,101.938,67.845
73.603,103.32,101.904,76.002
71.563,103.32,101.954,76.002
69.524,103.32,101.888,73.963
67.485,103.32,101.95,74.983
72.583,103.32,101.866,74.983
70.544,103.32,101.893,72.943
69.524,103.32,101.933,78.042
71.563,103.32,101.908,74.983
72.583,103.32,101.957,76.002
71.563,103.32,103.156,71.923
67.485,103.32,101.856,71.923
71.563,103.32,101.966,73.963
73.603,103.32,103.156,73.963
70.544,103.32,101.878,73.963
73.603,103.32,103.153,73.963
72.583,103.32,103.156,72.943
67.485,103.32,101.893,73.963
68.504,103.32,101.993,72.943
69.524,103.32,101.955,70.904
69.524,103.32,101.925,72.943
67.485,103.321,101.925,73.963
67.485,103.32,101.904,73.963
71.563,103.321,101.918,73.963
71.563,103.321,101.916,72.943
70.544,103.32,101.839,74.983
71.563,103.32,101.934,74.983
71.563,103.32,101.957,71.923
76.662,103.32,103.157,77.022
70.544,103.32,102.01,73.963
70.544,103.32,103.15,70.904
72.583,103.32,103.153,72.943
67.485,103.32,102.007,68.864
73.603,103.32,103.156,73.963
68.504,103.32,102.019,68.864
68.504,103.32,103.147,68.864
66.465,103.32,101.928,71.923
68.504,103.321,101.93,69.884
70.544,103.32,101.894,70.904
69.524,103.321,101.955,70.904
68.504,103.32,101.828,69.884
67.485,103.32,101.881,69.884
71.563,103.32,103.15,71.923
69.524,103.321,102.025,69.884
67.485,103.32,101.929,71.923
69.524,103.32,101.882,71.923
68.504,103.32,101.92,70.904
68.504,103.32,101.948,71.923
76.662,103.32,103.157,77.022
70.544,103.32,103.148,70.904
73.603,103.32,103.144,73.963
71.563,103.32,103.148,71.923
69.524,103.32,103.155,69.884
71.563,103.32,103.155,71.923
71.563,103.32,103.155,71.923
70.544,103.32,103.153,70.904
71.563,103.32,101.866,71.923
80.741,103.32,103.158,81.101
73.603,103.32,101.9,73.963
73.603,103.32,101.944,74.983
66.465,103.32,101.96,71.923
71.563,103.321,101.999,73.963
74.623,103.32,103.152,74.983
74.623,103.32,103.158,74.983
69.524,103.32,101.965,70.904
68.504,103.32,101.977,68.864
70.544,103.321,103.156,70.904
69.524,103.32,101.928,70.904
71.563,103.32,103.154,71.923
71.563,103.32,102.044,71.923
71.563,103.32,103.156,71.923
67.485,103.32,103.158,67.845
67.485,103.32,101.967,71.923
70.544,103.32,101.951,73.963
67.485,103.32,102.023,68.864
69.524,103.321,103.157,69.884
70.544,103.32,101.927,74.983
69.524,103.321,101.815,69.884
70.544,103.32,101.923,71.923
70.544,103.32,103.147,70.904
66.465,103.321,101.895,71.923
68.504,103.32,101.906,72.943
71.563,103.32,101.861,72.943
67.485,103.32,101.903,69.884
68.504,103.32,101.877,70.904
68.504,103.32,103.142,68.864
68.504,103.32,101.87,69.884
67.485,103.321,101.884,70.904
67.485,103.32,101.9,71.923
69.524,103.32,101.876,70.904
65.445,103.32,101.872,72.943
68.504,103.32,101.909,70.904
73.603,103.32,103.148,73.963
67.485,103.321,101.907,71.923
73.603,103.32,101.868,73.963
68.504,103.32,101.944,73.963
66.465,103.32,101.942,71.923
65.445,103.321,101.881,71.923
66.465,103.32,101.885,71.923
65.445,103.321,101.873,71.923
69.524,103.32,101.964,69.884
69.524,103.32,101.889,71.923
67.485,103.32,101.877,69.884
66.465,103.32,101.888,71.923
69.524,103.32,101.909,69.884
65.445,103.32,101.876,69.884
67.485,103.321,101.894,71.923
70.544,103.32,101.807,70.904
73.603,103.32,103.157,73.963
68.504,103.321,101.887,73.963
69.524,103.32,101.884,72.943
73.603,103.32,101.993,73.963
72.583,103.32,102.003,73.963
74.623,103.32,103.152,74.983
73.603,103.321,101.832,73.963
71.563,103.32,101.816,71.923
71.563,103.32,102.021,71.923
69.524,103.321,102.015,71.923
71.563,103.32,101.985,71.923
72.583,103.32,103.154,72.943
67.485,103.32,101.95,70.904
70.544,103.32,101.994,70.904
69.524,103.32,103.13,69.884
64.425,103.32,101.868,72.943
63.406,103.32,101.858,71.923
68.504,103.32,101.897,69.884
68.504,103.32,101.933,70.904
67.485,103.32,101.983,73.963
66.465,103.32,101.906,71.923
67.485,103.32,101.884,72.943
68.504,103.32,103.153,68.864
73.603,103.32,103.153,73.963
66.465,103.321,101.92,70.904
72.583,103.32,103.154,72.943
75.642,103.32,103.154,76.002
71.563,103.321,103.158,71.923
69.524,103.32,101.979,70.904
71.563,103.32,103.149,71.923
73.603,103.321,103.147,73.963
66.465,103.321,101.94,74.983
67.485,103.32,101.905,72.943
66.465,103.32,101.902,70.904
74.623,103.32,103.142,74.983
66.465,103.32,101.911,73.963
66.465,103.32,101.883,70.904
71.563,103.32,101.891,71.923
69.524,103.32,101.896,73.963
68.504,103.32,101.944,73.963
68.504,103.32,101.907,72.943
66.465,103.32,101.791,71.923
63.406,103.32,101.879,69.884
65.445,103.32,101.82,71.923
64.425,103.32,101.82,70.904
66.465,103.32,101.915,68.864
66.465,103.32,101.894,69.884
67.485,103.32,101.802,69.884
72.583,103.32,101.909,72.943
66.465,103.32,101.836,71.923
65.445,103.321,101.877,69.884
66.465,103.32,101.858,71.923
64.425,103.32,101.847,69.884
66.465,103.32,101.844,73.963
68.504,103.32,101.895,69.884
68.504,103.32,101.886,69.884
68.504,103.32,101.893,73.963
68.504,103.32,101.904,73.963
69.524,103.32,101.966,72.943
71.563,103.32,101.845,71.923
64.425,103.32,101.886,67.845
69.524,103.32,101.853,71.923
69.524,103.32,101.934,70.904
69.524,103.32,101.914,76.002
68.504,103.32,101.887,72.943
69.524,103.32,101.915,74.983
71.563,103.32,103.158,71.923
72.583,103.32,103.153,72.943
68.504,103.32,101.905,68.864
73.603,103.32,103.144,73.963
73.603,103.321,103.157,73.963
66.465,103.32,101.836,71.923
71.563,103.32,101.898,74.983
71.563,103.32,101.906,73.963
69.524,103.32,101.921,70.904
72.583,103.32,101.867,73.963
72.583,103.32,101.877,72.943
69.524,103.32,101.947,71.923
70.544,103.32,101.909,76.002
71.563,103.321,101.922,72.943
72.583,103.32,103.157,72.943
71.563,103.32,101.957,76.002
71.563,103.321,101.923,71.923
71.563,103.32,101.939,71.923
70.544,103.32,101.939,70.904
73.603,103.32,101.905,76.002
69.524,103.32,101.878,73.963
73.603,103.32,101.93,73.963
69.524,103.32,101.932,71.923
71.563,103.32,101.914,73.963
71.563,103.32,101.885,71.923
69.524,103.32,101.913,74.983
69.524,103.32,101.848,71.923
70.544,103.32,101.877,73.963
71.563,103.321,103.14,71.923
71.563,103.32,103.15,71.923
73.603,103.321,103.152,73.963
76.662,103.32,103.148,77.022
70.544,103.32,103.15,70.904
71.563,103.321,103.158,71.923
69.524,103.32,101.854,71.923
70.544,103.32,101.904,73.963
69.524,103.32,101.909,70.904
73.603,103.32,103.154,73.963
73.603,103.32,101.962,73.963
72.583,103.321,101.947,72.943
72.583,103.32,101.89,73.963
68.504,103.32,101.899,72.943
71.563,103.32,101.956,72.943
70.544,103.32,102.003,71.923
71.563,103.32,103.143,71.923
68.504,103.321,101.919,70.904
70.544,103.321,101.87,70.904
73.603,103.32,103.158,73.963
70.544,103.32,101.926,71.923
70.544,103.32,101.994,73.963
69.524,103.32,101.921,72.943
71.563,103.32,103.132,71.923
71.563,103.32,101.925,73.963
70.544,103.32,101.843,74.983
68.504,103.32,101.898,74.983
72.583,103.32,101.884,72.943
69.524,103.321,101.929,70.904
71.563,103.32,101.813,71.923
73.603,103.321,103.141,73.963
70.544,103.32,101.83,71.923
68.504,103.32,101.905,69.884
71.563,103.32,101.907,71.923
70.544,103.32,101.862,71.923
68.504,103.32,101.906,70.904
69.524,103.32,101.937,72.943
70.544,103.321,101.893,72.943
69.524,103.32,101.981,72.943
69.524,103.321,101.883,73.963
69.524,103.32,101.947,72.943
68.504,103.32,101.939,72.943
71.563,103.32,101.897,71.923
71.563,103.32,103.143,71.923
74.623,103.32,103.139,74.983
70.544,103.321,103.157,70.904
