X_07,X_08,X_09
30.9,74.66,247.04
29.2,345.41,226.87
30.16,526.07,250.99
29.9,104.55,257.58
30.02,243.5,255.52
30.31,343.75,240.45
29.98,110.64,249.95
30.36,224.45,257.82
30.5,151.06,257.82
29.58,398.31,242.75
30.19,134.23,239.74
30.0,228.36,242.24
30.13,124.28,243.75
28.17,374.94,251.46
30.36,207.91,249.82
27.35,92.18,202.61
28.33,105.59,225.32
38.27,52.89,240.27
28.26,105.53,229.8
28.12,108.81,234.45
28.98,110.57,255.28
28.95,100.68,241.7
30.21,522.9,263.04
29.7,264.38,229.95
30.71,158.73,242.52
30.21,412.0,240.51
30.48,199.43,252.69
30.67,128.13,267.16
29.85,390.49,251.74
30.13,130.61,246.83
30.59,204.56,254.37
29.76,239.8,254.37
29.52,118.85,249.52
31.28,215.85,261.66
30.11,159.08,254.29
30.13,232.24,244.13
30.0,160.45,222.12
29.67,101.91,205.01
30.55,159.2,251.01
30.55,218.79,271.42
29.0,98.83,234.65
29.97,360.02,243.06
29.4,123.48,232.26
29.7,112.08,228.79
29.33,111.38,236.27
29.86,215.36,251.76
30.76,202.28,243.66
30.8,229.24,239.0
31.44,410.05,259.59
29.78,428.35,271.98
30.28,365.26,262.97
30.68,276.15,266.42
30.56,219.18,269.63
30.45,520.36,260.0
30.18,388.76,257.48
29.24,104.55,264.85
30.63,98.11,206.22
29.52,132.04,249.31
31.08,127.57,273.26
30.4,114.2,256.36
30.88,129.9,245.58
31.13,220.89,264.78
30.75,405.84,287.22
30.26,404.97,258.4
30.26,154.1,257.2
30.93,143.51,251.33
31.12,406.11,241.59
30.52,118.09,286.99
30.71,356.98,271.58
30.76,220.07,371.57
30.51,119.02,253.14
29.84,229.96,254.8
29.91,236.33,264.66
30.17,231.59,265.71
30.69,126.22,281.36
29.03,236.97,241.65
29.68,242.45,267.76
30.37,229.52,234.58
30.18,139.13,271.75
30.76,217.94,357.07
30.99,228.06,242.22
29.94,72.99,215.53
30.19,101.62,330.51
30.3,244.63,272.24
30.61,117.22,257.74
30.53,112.37,254.44
30.2,133.82,306.26
30.71,252.09,258.45
30.81,120.3,270.39
30.41,402.54,276.73
30.25,112.36,268.64
30.88,235.64,273.17
29.97,213.38,264.65
30.54,80.83,228.53
30.19,216.87,243.85
30.13,392.34,264.37
30.41,211.61,248.92
30.61,237.12,257.37
30.47,113.69,245.77
30.82,235.93,247.41
30.55,116.86,268.99
30.37,229.31,335.62
30.14,101.92,264.61
30.52,239.53,300.44
30.33,396.82,292.44
30.4,248.25,362.0
30.09,381.5,283.02
30.36,103.46,294.12
30.5,381.51,268.4
30.81,375.43,281.88
29.96,126.56,363.66
30.68,114.52,292.79
30.26,101.68,274.23
30.67,394.02,300.76
31.15,117.89,254.41
30.88,235.79,293.26
30.7,132.31,265.9
29.69,330.55,256.25
30.62,237.9,352.19
30.77,125.05,303.43
30.8,103.35,275.88
30.08,375.66,273.24
30.59,222.65,283.13
30.2,117.69,281.96
30.77,117.99,323.66
30.83,402.89,248.42
30.27,212.11,311.54
30.74,1403.29,37.58
30.05,69.9,232.15
30.33,363.33,289.62
30.87,122.27,282.74
30.13,116.42,291.36
30.58,511.74,242.78
30.85,240.37,240.9
31.34,383.41,258.14
29.29,206.47,276.01
28.69,102.29,271.12
30.49,1408.79,37.58
30.09,1533.06,37.58
30.84,75.83,237.92
30.5,116.74,234.58
30.17,1378.58,37.58
30.54,1527.86,37.58
30.01,1236.22,37.58
30.5,231.61,292.79
28.66,102.7,199.47
30.95,248.37,380.67
30.24,114.72,219.64
31.2,103.56,262.13
30.51,69.96,247.67
31.06,74.68,237.24
30.37,102.1,230.85
30.32,108.32,209.43
30.64,101.96,245.34
30.84,65.56,247.6
30.34,72.47,215.25
30.04,62.02,223.81
30.46,111.89,198.39
30.27,73.4,209.28
30.7,62.03,229.99
30.14,72.77,218.09
30.75,68.58,224.69
31.08,75.43,242.9
30.45,69.06,238.31
30.65,111.97,113.83
30.19,72.71,219.06
31.26,77.69,252.58
30.26,64.46,231.74
30.77,112.58,225.36
30.36,73.94,253.45
30.06,99.77,199.38
30.53,55.8,167.2
30.48,74.87,226.89
30.41,69.7,204.23
30.73,84.94,234.97
30.36,72.07,224.0
31.04,72.65,236.13
31.22,74.64,262.2
30.93,60.81,244.5
30.21,115.76,217.49
30.24,60.82,256.89
30.77,117.3,242.88
29.96,61.12,228.29
30.72,70.83,255.52
30.96,78.42,242.73
30.22,73.55,236.44
30.02,111.73,258.19
30.55,60.01,289.53
30.76,61.93,282.76
30.35,233.44,173.56
29.98,64.77,238.33
30.4,45.01,232.47
30.9,57.96,245.66
30.22,72.34,153.3
30.12,225.61,214.69
30.39,215.19,213.48
30.51,60.44,240.14
30.64,63.72,208.84
30.32,71.4,225.57
30.66,102.12,240.08
30.47,113.12,241.61
30.43,101.5,244.57
30.29,218.13,209.19
30.5,72.84,109.08
30.5,69.88,212.9
30.34,113.2,158.38
30.46,101.61,244.97
30.81,124.62,254.07
30.37,87.97,225.74
30.96,199.27,229.11
30.87,227.47,233.31
30.04,343.28,174.68
30.15,69.4,238.55
30.68,240.28,220.25
30.48,101.21,112.96
29.65,104.05,240.1
30.15,110.62,212.7
29.64,102.66,228.98
28.77,100.78,212.86
28.87,109.08,225.32
29.18,117.4,265.22
29.27,85.32,231.7
29.01,361.48,226.65
29.67,101.46,231.63
29.84,103.03,232.0
29.4,101.53,254.78
30.13,64.08,211.41
30.66,70.39,219.65
30.14,337.57,206.0
30.46,118.01,214.88
29.36,102.43,233.85
30.35,389.97,207.01
29.1,54.78,254.78
30.77,205.4,265.35
29.05,71.01,243.49
29.83,102.74,228.35
30.59,101.28,277.52
28.4,82.32,272.09
30.69,70.77,267.18
28.79,67.33,224.47
30.18,342.81,269.94
29.68,127.26,270.89
30.73,63.7,295.18
29.81,103.19,236.68
29.01,110.25,239.8
29.17,111.57,223.46
29.4,109.6,217.53
28.89,102.17,260.52
29.13,109.89,230.55
29.56,507.85,218.65
29.78,112.74,253.4
29.68,101.18,226.71
29.18,75.3,270.82
29.89,226.48,253.7
29.1,102.81,231.33
30.26,231.73,230.55
29.05,244.34,261.51
30.05,104.14,225.16
29.55,103.96,250.64
28.92,221.96,341.01
29.2,213.9,269.72
29.14,113.32,228.12
29.94,105.72,233.29
29.95,339.33,212.45
29.7,68.46,230.92
29.02,229.01,223.14
29.22,341.38,226.03
29.18,115.05,224.88
29.41,83.9,219.0
29.25,242.8,234.93
30.23,76.07,233.14
28.78,383.32,198.63
29.05,101.78,252.09
29.26,111.78,208.24
29.17,117.23,234.93
29.95,113.95,239.48
29.5,114.43,215.51
30.02,103.82,242.84
29.15,247.12,214.58
29.1,102.58,267.82
28.14,110.81,242.19
29.97,77.33,278.77
29.21,102.6,274.35
29.96,76.47,264.61
29.9,104.64,251.7
29.19,248.58,233.53
30.49,339.83,253.81
31.07,106.08,273.77
30.4,128.02,291.34
30.72,105.33,298.45
29.83,113.32,305.59
30.62,1378.96,340.49
31.59,107.1,284.55
29.3,101.61,189.04
28.59,233.73,211.48
30.31,118.78,295.87
30.31,240.29,248.73
29.17,115.02,264.33
29.54,117.81,235.04
29.56,118.79,219.09
30.32,104.74,291.8
28.44,113.4,275.63
29.81,340.33,293.28
28.97,102.46,288.32
29.21,75.69,269.31
27.79,108.9,192.29
28.53,230.39,231.46
31.18,94.91,535.04
29.22,74.95,276.98
27.3,111.58,245.38
30.07,104.8,272.72
31.31,105.93,270.43
30.44,104.74,256.59
31.38,114.13,257.37
30.63,107.45,287.27
31.36,89.99,312.62
29.02,101.74,244.87
28.91,72.98,192.01
29.52,103.59,198.61
30.82,223.4,268.25
28.95,122.63,202.72
30.68,105.79,236.93
30.53,105.94,253.88
31.21,233.38,272.89
30.61,74.25,259.31
31.8,505.29,278.34
30.22,113.54,224.32
30.24,105.02,247.45
30.14,91.55,227.4
30.92,77.02,272.52
30.61,106.69,247.78
30.45,107.41,261.75
30.36,103.97,260.21
28.88,102.07,206.91
28.61,110.32,204.06
29.31,237.32,237.6
30.45,64.56,234.52
30.41,106.78,258.96
31.2,66.67,265.19
30.18,114.67,272.52
31.72,116.41,274.05
29.88,103.53,234.71
30.1,94.32,249.7
27.48,72.61,250.97
31.86,491.21,276.43
30.32,347.17,264.35
31.22,93.25,273.66
31.0,76.57,264.07
30.63,94.04,254.95
30.95,105.86,273.58
28.54,230.77,231.46
30.22,104.71,267.35
30.83,76.56,256.12
31.34,78.44,264.91
30.21,75.8,252.97
31.91,93.63,272.31
31.05,105.34,252.26
31.99,106.1,269.07
28.87,102.73,229.69
32.13,106.98,286.49
30.66,105.16,245.86
29.08,110.82,250.21
28.54,118.72,242.11
29.22,114.8,239.2
29.06,112.7,216.28
29.55,108.63,251.2
29.86,243.19,215.29
29.94,103.49,233.44
28.28,101.17,185.69
29.59,334.74,220.21
28.03,239.37,214.38
27.64,99.65,193.04
28.32,245.01,209.81
29.1,102.08,217.83
29.8,103.95,250.53
29.88,222.34,206.13
29.23,103.19,213.78
29.08,112.17,205.48
28.41,100.06,160.45
29.02,102.41,255.43
28.51,100.59,194.66
28.81,227.26,213.69
28.12,329.21,267.39
28.5,231.19,198.58
28.84,234.37,207.25
28.4,101.32,185.29
29.9,346.03,215.1
29.06,348.6,221.37
29.67,103.3,231.67
31.09,105.54,270.8
29.78,224.55,260.39
29.54,99.16,279.42
29.53,100.55,240.19
29.55,123.59,266.92
29.73,112.3,252.76
29.68,232.93,276.14
29.07,243.53,236.44
29.96,121.28,246.42
29.73,102.62,283.71
36.09,111.49,232.11
28.74,234.85,280.63
29.88,73.87,369.29
29.62,110.56,285.0
28.45,100.91,172.63
29.64,99.9,235.25
29.39,101.31,261.08
29.99,72.65,237.86
28.63,73.83,171.49
29.8,113.1,234.07
28.91,100.73,275.93
28.91,110.36,169.94
29.9,116.65,252.48
28.89,101.4,270.02
29.09,113.81,211.45
28.19,112.75,260.23
29.62,114.66,251.42
29.78,71.42,242.28
29.31,113.31,284.29
28.35,122.21,268.19
28.86,113.17,212.81
28.86,109.39,228.31
29.46,101.77,237.99
28.48,110.92,169.25
29.16,101.6,269.72
28.07,101.77,250.04
28.24,363.61,273.51
28.31,109.91,264.14
28.93,116.56,278.62
29.1,112.12,267.85
27.66,119.19,273.73
28.83,100.79,227.54
28.57,111.67,239.28
28.58,110.36,221.0
29.42,102.71,297.38
28.56,338.73,278.23
30.87,116.22,238.14
29.89,57.21,255.67
27.98,104.46,211.24
28.3,55.32,231.54
29.89,105.66,233.76
28.97,69.66,239.31
29.34,62.15,237.49
29.69,103.14,233.63
28.42,73.51,244.74
29.08,67.5,225.19
29.61,69.33,228.59
28.88,54.54,221.17
28.72,63.18,588.54
26.63,98.03,122.99
30.07,115.49,250.64
26.56,97.85,180.67
27.41,111.62,142.8
27.71,100.85,213.07
27.3,112.79,151.7
28.38,106.01,154.5
29.19,114.44,139.69
27.88,100.96,139.86
27.58,101.43,197.2
28.44,114.41,213.13
28.64,103.79,219.78
28.96,114.9,554.33
27.61,101.38,177.07
28.92,102.73,208.46
28.83,87.88,233.18
28.49,102.56,210.94
28.94,70.68,249.29
29.31,105.21,220.79
28.27,104.15,198.84
28.3,101.22,189.44
28.21,101.94,210.16
29.53,102.54,236.67
30.23,1415.71,37.58
27.59,109.31,210.83
28.95,112.24,236.93
27.99,112.62,206.97
27.82,100.7,182.78
29.47,107.32,236.39
28.37,106.95,198.95
27.62,109.56,207.72
28.94,102.19,204.21
30.23,61.55,248.64
28.67,105.36,233.63
28.22,76.11,232.45
30.26,1411.36,37.58
28.94,101.38,513.54
27.78,92.77,183.82
28.59,91.94,225.92
29.13,91.29,228.46
28.83,105.42,205.2
28.64,110.92,221.99
27.63,104.49,205.25
28.8,109.28,195.59
28.24,109.09,218.5
28.92,103.71,232.58
27.14,115.5,226.72
29.23,104.04,228.66
26.89,99.96,174.01
28.51,111.42,184.31
25.88,98.34,188.02
26.68,103.29,196.86
26.52,99.93,191.8
26.58,98.27,154.39
27.48,99.04,181.88
26.37,99.2,177.72
27.24,100.53,208.44
26.83,100.08,192.08
28.04,100.5,149.91
26.85,98.49,175.95
27.25,97.63,186.45
28.43,100.66,153.66
26.6,108.17,170.24
27.63,100.7,161.34
26.34,99.64,174.55
27.89,111.74,156.29
28.46,105.59,203.28
27.98,188.45,214.93
26.25,98.86,207.04
27.66,102.71,172.57
27.8,114.41,161.94
27.06,98.71,190.8
28.1,100.83,172.83
27.74,110.41,160.77
27.21,99.83,166.12
27.59,122.99,204.9
27.04,98.06,154.7
27.41,104.73,138.55
26.07,100.02,206.56
27.15,98.41,176.96
27.07,98.93,179.1
26.81,107.03,151.05
27.29,99.32,209.97
26.57,99.92,198.45
26.3,98.82,194.51
28.36,111.74,193.32
26.85,102.27,165.15
28.39,101.83,157.3
26.61,134.95,216.39
26.49,100.19,164.42
27.93,101.11,171.55
27.28,97.28,156.25
27.64,100.43,201.65
27.24,134.29,205.35
26.99,134.22,203.54
26.33,101.01,178.09
27.77,64.69,168.62
25.86,134.41,222.1
26.91,100.16,197.16
28.18,102.15,193.69
25.99,134.01,203.02
27.43,66.69,162.15
26.88,67.41,173.69
27.74,106.38,203.35
27.1,98.26,187.57
26.47,55.64,177.95
28.05,101.64,155.54
27.63,82.31,190.76
27.3,72.03,147.19
26.07,98.13,200.95
27.87,110.14,204.64
28.07,100.37,173.28
28.33,102.45,195.61
26.2,69.13,129.37
26.45,98.81,183.08
27.99,101.64,186.54
27.58,196.42,180.52
26.03,192.26,191.23
26.88,99.39,162.87
27.62,110.94,193.65
27.26,73.42,160.21
27.86,103.64,199.34
26.5,100.28,185.97
27.25,96.23,187.79
25.65,114.47,166.74
27.27,99.45,197.2
25.8,134.42,210.76
27.06,134.28,209.04
25.67,134.08,212.79
26.08,134.04,194.73
26.9,134.26,195.89
26.69,133.79,210.12
27.38,134.59,212.73
26.94,134.32,213.18
26.04,134.67,210.92
26.22,99.22,184.14
27.65,108.73,180.31
27.04,99.71,161.4
26.86,132.21,197.59
27.37,133.66,193.52
26.53,133.74,212.68
26.9,134.07,200.78
26.47,134.63,207.06
27.38,110.01,185.87
27.02,262.7,203.39
27.18,134.26,173.69
27.32,133.91,200.09
26.32,134.19,205.25
27.27,134.2,217.29
26.42,133.68,212.36
24.99,133.0,211.73
25.69,132.54,224.41
25.81,133.28,216.99
27.67,133.6,190.0
25.97,134.12,207.16
27.15,134.18,208.48
27.21,134.05,184.6
27.47,133.13,191.1
26.67,133.97,197.07
27.04,134.04,182.25
27.38,133.62,179.01
26.88,159.61,211.11
27.16,133.79,219.67
26.37,133.95,196.11
26.61,133.74,204.47
26.63,134.75,215.55
27.21,134.13,217.83
26.6,133.98,196.0
27.7,133.44,211.82
26.3,133.09,190.26
27.21,134.07,211.37
26.39,133.17,213.41
27.95,134.16,190.76
27.0,132.58,200.83
28.09,133.72,209.99
26.39,133.92,211.04
28.11,236.18,201.15
27.84,133.85,189.17
27.82,134.07,196.75
25.89,133.8,184.44
26.66,145.46,217.86
27.32,254.26,191.79
27.53,276.7,197.94
25.94,134.02,196.99
26.07,133.48,197.31
24.98,145.04,206.73
25.89,133.61,183.28
25.73,133.37,186.58
27.17,133.91,176.94
27.06,133.43,195.18
26.57,133.64,193.24
26.25,132.54,196.75
27.83,133.63,207.92
27.77,133.88,170.61
26.99,131.81,184.77
27.89,133.98,204.82
26.81,132.59,197.96
27.58,133.21,200.93
26.98,132.29,190.07
28.28,133.88,192.14
26.86,1100.65,37.58
26.72,133.15,190.69
27.57,134.1,198.97
26.21,134.07,183.13
26.53,1033.24,37.58
27.52,800.13,37.58
26.37,134.68,188.45
27.89,133.45,200.33
27.19,132.52,203.97
27.23,133.17,191.04
26.47,133.36,217.92
27.57,133.86,208.76
27.1,133.88,190.74
27.39,131.16,189.66
27.59,134.1,211.11
28.57,170.71,202.81
27.29,134.66,216.22
26.8,104.47,215.01
28.23,133.97,205.14
27.61,134.26,203.8
24.73,133.4,201.62
27.03,133.91,212.21
26.73,133.3,220.79
27.19,133.33,213.03
27.74,134.32,221.0
26.06,132.71,183.26
26.43,132.95,202.38
28.02,133.96,200.44
27.93,133.82,188.6
29.33,133.75,160.06
26.76,133.67,208.89
26.48,132.88,184.01
27.1,133.96,209.62
28.51,134.22,206.37
26.83,132.55,193.88
27.4,134.56,203.8
26.79,132.73,190.28
27.87,134.07,189.4
27.11,133.4,189.42
27.74,134.17,193.74
26.43,133.53,220.44
25.66,133.46,188.56
26.6,108.82,191.66
27.69,109.05,212.4
31.29,134.19,211.63
28.76,133.88,209.94
29.9,115.54,270.99
27.83,179.38,285.26
27.14,109.82,201.26
26.47,133.42,201.75
26.29,132.61,208.54
27.33,133.09,201.49
27.44,134.6,200.55
27.43,134.13,207.92
27.55,133.78,186.54
28.12,133.84,197.05
26.81,133.45,179.94
26.84,132.62,200.98
26.78,132.86,194.6
27.35,132.35,175.88
26.42,108.93,200.91
27.3,133.89,193.91
27.0,132.3,188.73
27.01,133.84,194.38
27.16,132.92,199.4
27.41,132.86,168.0
27.84,133.38,183.9
26.6,133.42,200.05
27.49,133.77,199.21
26.79,132.84,187.53
27.37,132.61,194.25
28.05,133.64,156.53
26.08,132.06,179.18
24.67,131.02,181.49
26.99,131.8,195.35
27.85,133.87,158.32
27.4,108.43,190.98
24.48,162.72,211.17
26.49,171.94,204.41
23.46,258.56,215.42
28.49,112.97,197.38
24.25,176.51,240.53
24.3,106.74,196.8
28.06,134.06,219.88
26.31,132.97,193.69
26.86,132.81,201.34
27.81,133.63,199.75
25.9,132.91,204.84
27.88,133.75,201.24
25.74,133.16,215.53
26.33,133.5,223.33
27.73,133.01,195.41
26.81,132.11,203.78
26.12,132.94,198.97
27.48,129.16,209.77
28.07,133.24,193.43
26.51,128.64,219.78
28.04,142.75,199.98
26.27,108.04,216.67
27.75,133.37,197.53
27.5,132.88,217.77
25.74,132.66,198.07
26.38,132.24,203.82
27.81,133.65,182.94
27.41,134.08,207.88
26.55,132.16,196.6
27.37,133.3,196.49
26.7,133.0,184.47
26.04,108.9,203.58
25.94,108.62,209.0
27.36,133.69,206.13
26.2,132.76,205.72
27.29,132.65,212.92
26.8,107.97,219.73
27.09,133.39,194.36
25.76,157.23,219.3
26.01,133.6,192.85
25.91,134.41,200.65
25.13,172.51,227.86
25.06,255.92,217.94
25.3,173.6,223.38
25.01,175.51,216.02
25.29,175.38,218.44
25.7,142.86,214.3
25.47,177.81,204.51
25.87,162.52,183.28
26.29,125.74,207.03
25.76,174.33,201.32
26.0,161.93,195.26
25.85,172.94,212.58
26.04,148.86,194.42
24.74,172.68,223.25
25.66,152.18,205.59
26.61,134.2,194.34
26.82,133.21,188.84
26.28,232.48,229.8
26.01,339.13,37.58
24.5,158.96,197.79
27.0,133.37,177.59
29.12,129.16,238.53
25.64,271.69,234.28
24.27,230.94,208.52
26.12,134.38,182.66
24.9,151.86,203.24
25.38,242.85,217.94
25.12,724.44,37.58
26.55,173.07,229.6
25.41,189.47,37.58
24.83,168.58,220.55
25.56,120.54,205.09
31.14,113.26,234.54
163.86,1406.11,37.58
29.87,142.24,169.94
24.7,169.11,217.06
25.77,149.75,218.72
25.5,116.27,173.49
32.01,125.37,206.24
25.85,117.45,190.42
29.89,1034.36,37.58
27.78,129.69,197.79
50.36,129.93,246.09
26.48,131.65,186.34
27.27,119.47,224.49
28.33,130.5,217.38
28.66,128.69,222.34
27.86,243.31,229.95
28.13,124.85,195.72
27.39,382.22,200.22
28.39,105.07,220.74
26.28,112.57,190.11
26.75,117.26,251.01
27.2,117.57,213.44
28.58,108.84,342.75
27.62,117.48,218.22
26.69,117.15,197.21
26.42,117.44,162.44
27.63,116.94,221.24
26.8,117.48,219.19
26.14,122.64,222.64
27.68,118.2,374.03
26.17,109.16,214.66
25.56,106.66,303.41
26.96,119.59,227.49
27.62,109.8,271.45
26.46,130.51,199.43
27.3,112.87,218.39
25.61,124.18,181.23
26.75,113.39,218.12
25.34,127.12,193.0
26.64,131.64,233.35
28.76,118.54,237.36
27.17,119.18,218.87
26.25,122.73,197.1
27.57,118.39,231.91
26.32,107.13,219.73
26.87,108.21,228.1
27.96,119.16,240.17
25.34,106.59,224.67
27.65,118.94,352.47
27.07,117.89,219.06
28.26,119.73,224.78
26.83,109.36,237.67
26.86,129.81,207.94
26.56,107.69,222.47
26.5,118.05,201.19
28.81,124.33,233.72
28.78,118.97,219.82
27.77,108.88,197.25
26.55,110.26,196.43
27.64,118.22,187.25
28.11,89.8,205.59
27.1,119.23,195.41
27.42,105.87,173.41
28.73,196.21,224.17
27.03,117.81,196.9
28.68,112.41,204.96
28.18,118.39,556.53
27.62,105.76,198.26
27.97,118.4,213.8
27.23,110.29,189.83
27.45,118.44,197.55
27.69,119.05,182.5
27.28,119.1,205.09
27.06,210.12,201.88
28.67,119.21,229.28
27.62,103.91,334.74
25.92,111.29,205.12
26.73,106.38,213.87
27.48,116.06,236.93
27.05,117.56,346.85
26.47,107.86,233.83
26.76,217.93,251.89
27.16,119.76,224.58
28.33,120.45,221.61
28.61,118.32,230.57
27.69,118.21,226.39
27.41,114.72,200.25
27.7,118.36,199.64
25.43,112.28,186.62
27.76,113.82,225.96
28.82,119.67,229.09
27.73,124.51,341.8
27.51,113.53,323.46
28.41,120.73,221.86
27.84,111.68,342.17
28.86,125.97,219.24
27.36,118.27,215.35
27.17,109.79,204.77
27.51,110.13,184.47
28.91,126.22,222.02
27.36,103.28,190.52
27.18,117.95,214.88
29.03,119.89,207.94
27.79,130.06,197.83
29.19,99.22,269.4
28.7,107.51,200.57
28.37,106.53,196.51
28.48,233.55,140.96
28.24,118.47,199.12
28.61,118.61,244.71
27.82,204.88,225.36
28.92,86.54,233.98
28.76,110.68,243.03
27.38,113.73,227.66
27.5,110.85,226.67
27.76,105.3,189.31
29.02,109.52,275.73
28.4,118.32,233.1
27.44,110.27,221.54
26.53,111.09,232.62
30.53,74.95,231.18
27.35,108.55,213.98
30.5,126.58,289.98
30.43,118.34,233.2
28.92,119.84,240.68
29.55,90.6,230.44
31.37,107.59,274.7
29.4,119.78,238.1
30.08,121.11,224.6
31.1,120.23,324.77
30.36,101.25,255.6
30.26,119.63,247.99
29.69,83.81,302.06
29.18,107.52,240.45
28.52,127.57,206.69
29.39,110.34,299.53
29.56,122.33,261.31
30.37,102.05,252.58
29.02,120.81,273.1
30.44,121.01,325.81
26.72,108.29,93.74
27.21,220.28,179.57
26.84,107.7,194.29
26.87,124.4,204.1
28.33,116.86,253.77
26.76,123.69,213.83
28.71,110.0,236.59
31.08,112.9,320.64
29.46,89.71,258.29
30.65,137.85,249.56
29.06,118.67,218.42
27.88,115.0,185.8
26.06,116.24,132.15
28.54,118.98,182.39
27.23,118.88,212.25
30.19,69.53,261.1
28.94,102.99,239.54
30.27,120.82,252.15
30.48,121.35,262.89
27.12,119.42,101.15
29.2,115.89,258.47
28.46,119.62,207.14
28.8,115.37,196.67
28.52,118.75,206.0
27.66,119.41,188.07
27.04,124.15,144.05
27.97,101.59,150.58
27.88,117.86,177.72
25.95,112.88,152.07
27.6,103.48,200.76
30.29,107.32,290.31
27.86,113.13,184.64
26.7,117.13,177.7
27.73,112.24,190.95
27.91,119.22,212.38
27.04,114.07,144.5
27.6,126.97,190.85
28.0,110.58,151.63
25.99,116.5,139.11
26.98,116.91,227.66
26.45,117.63,188.22
26.32,116.01,179.77
27.83,118.38,183.11
26.69,121.69,177.83
26.92,105.73,177.78
26.8,117.75,186.66
26.01,114.74,141.44
28.22,102.86,172.46
27.28,101.99,207.34
26.63,101.23,168.67
26.8,110.76,230.21
27.5,118.85,166.32
27.43,193.38,214.54
26.81,102.07,192.96
27.03,118.45,224.08
25.82,195.99,210.42
27.32,116.49,97.16
27.5,111.7,159.27
27.89,106.5,98.59
27.89,113.96,174.83
27.05,107.62,161.62
26.66,111.29,131.2
27.93,116.92,157.04
27.26,113.95,193.84
26.94,196.11,163.9
27.97,106.04,179.44
27.28,111.53,129.63
27.13,107.42,165.37
28.32,117.24,191.15
27.45,112.24,182.27
27.07,121.76,219.9
26.52,106.01,154.35
27.08,117.85,152.75
27.38,121.11,208.97
27.4,110.36,227.66
27.64,114.05,231.85
27.13,114.34,191.26
27.7,121.94,186.12
27.81,109.96,223.78
28.22,109.3,201.11
26.11,112.08,98.43
27.53,101.87,190.63
27.94,113.29,97.89
27.25,106.96,211.17
27.05,112.57,192.98
28.16,115.16,201.09
27.5,119.29,210.42
26.56,127.9,182.48
27.57,113.08,201.78
27.49,209.35,203.56
26.68,1436.87,37.58
27.56,141.64,189.59
27.07,108.76,172.8
28.1,114.35,172.63
27.76,112.68,143.55
27.19,115.79,193.05
27.74,102.35,178.8
27.11,115.03,161.47
28.21,109.42,103.58
27.88,103.28,158.86
28.21,105.15,174.36
26.61,106.19,100.67
27.7,109.55,132.73
25.94,102.64,93.11
27.08,104.09,117.79
27.06,106.98,87.81
26.55,103.59,143.68
27.41,136.18,144.57
27.71,103.56,183.37
26.75,211.72,91.54
27.31,108.64,99.64
26.95,107.3,188.9
26.42,113.37,208.67
27.61,226.97,197.01
26.88,120.65,96.43
28.0,209.29,144.02
27.84,108.12,101.36
27.78,204.0,182.37
26.33,106.54,99.1
27.76,120.47,136.14
27.66,214.86,98.07
28.08,105.79,181.73
26.98,122.5,174.46
26.99,111.44,169.27
26.95,103.1,102.75
27.98,111.2,211.54
26.71,109.32,195.27
27.61,114.81,205.22
27.6,112.74,181.4
27.72,103.32,157.67
27.42,121.15,190.09
27.24,117.11,147.5
26.28,111.63,201.37
27.06,128.05,198.11
27.91,119.09,191.9
28.72,111.97,98.65
28.0,123.96,216.54
27.63,118.04,152.2
26.52,123.37,193.61
27.74,103.27,177.96
24.38,117.93,216.09
26.99,103.34,115.48
26.68,105.62,164.42
28.58,114.42,182.14
26.74,103.44,140.62
27.84,109.02,162.35
25.0,121.41,150.51
27.86,113.05,152.24
26.2,112.8,197.53
26.96,117.84,176.83
27.91,119.39,212.66
25.59,110.4,162.43
26.16,60.38,194.23
24.94,59.7,148.27
25.79,105.61,166.34
25.98,57.22,198.0
26.25,84.12,177.35
25.1,61.13,153.81
26.29,61.41,170.13
24.79,96.83,226.71
25.6,106.32,177.03
25.97,103.95,303.54
28.17,104.39,151.12
27.97,2387.36,37.58
27.72,118.22,185.5
27.66,109.66,149.35
26.39,113.09,179.46
26.54,111.36,151.29
26.4,109.46,146.78
27.91,113.16,190.5
27.87,120.65,183.95
26.79,102.92,155.9
26.75,104.1,99.06
27.99,109.43,155.49
25.94,109.02,165.73
25.97,1399.62,37.58
26.44,106.55,126.69
26.84,115.05,136.85
27.38,218.38,162.63
27.84,107.89,179.08
26.48,102.11,144.63
26.87,213.02,146.38
27.61,109.38,176.75
26.27,111.61,159.91
26.28,1406.22,37.58
26.15,1538.82,37.58
26.15,108.36,164.96
26.14,97.67,140.15
25.22,94.08,166.08
26.36,122.02,179.46
25.77,108.73,162.82
26.11,109.66,163.23
25.2,66.49,165.45
26.81,225.82,175.22
26.35,76.65,264.48
26.52,110.51,184.27
26.26,82.88,211.6
25.8,107.9,166.36
26.82,152.52,171.9
27.12,110.0,182.46
25.9,115.02,154.31
26.8,224.97,173.17
27.36,84.28,223.7
26.76,101.03,153.75
27.26,113.51,166.51
27.61,112.55,155.39
26.08,114.52,175.18
25.18,57.57,151.89
26.71,112.14,167.43
26.31,92.32,249.56
26.01,101.96,148.4
31.73,1387.6,37.58
26.69,113.45,150.54
26.63,117.24,171.77
27.23,97.31,164.09
27.2,114.68,168.92
27.05,118.85,124.8
26.7,112.34,131.07
26.45,101.11,290.2
27.55,125.09,184.14
26.34,101.74,326.11
27.54,120.92,614.26
25.88,105.34,151.53
25.6,115.22,185.91
25.78,107.08,159.55
25.79,121.02,181.02
