X_50,X_51,X_52,X_53,X_54,X_55,X_56
125.077458,128.075138,117.283105,114.393454,118.903744,131.489651,102.289234
132.930547,130.911717,136.299547,128.92491,128.067112,130.165638,108.368382
134.378247,128.594898,133.82979,133.233702,136.867275,132.339848,126.336453
129.053883,122.299229,137.149423,131.743338,116.566891,128.107785,129.790089
138.166425,128.607212,133.272844,133.474379,125.246082,133.567311,122.668049
132.215039,129.687,134.999696,129.057852,127.993168,137.295285,126.668308
134.884076,134.642674,133.814005,135.788344,129.018841,131.940083,124.852467
130.228276,124.309254,141.758241,126.829756,127.83971,138.894574,128.162968
139.649113,131.905331,134.941133,135.114363,125.754619,137.121098,132.432774
128.670018,126.292599,137.037904,125.431051,123.964092,133.955471,116.369518
135.476872,135.2533,139.03541,129.738234,131.639515,136.817769,122.013714
131.636197,130.389523,140.172121,127.104269,124.218357,138.938809,125.281117
132.860928,126.827076,139.813478,133.738043,127.270771,124.132039,124.147343
139.713055,127.020481,136.911432,136.456335,122.733295,131.73367,126.564716
126.245793,126.224651,132.182565,135.189795,119.296314,131.811703,122.236904
133.766087,128.324391,139.132372,134.171095,128.774258,138.801861,126.336384
142.650349,138.527142,141.507593,127.790609,124.80357,140.03407,129.500569
138.764996,139.14896,140.388033,134.879301,130.938991,137.312893,126.039585
134.905026,133.229496,141.477411,136.413221,135.653744,138.014019,127.316464
125.704953,118.893986,138.269731,118.881895,129.174137,133.273686,116.292416
133.124524,127.544773,141.860956,131.295858,130.63071,142.390072,125.132969
130.880933,136.906109,144.423326,129.443884,130.331119,134.927823,128.696415
135.548573,133.662991,136.807733,128.650633,130.684795,135.139943,126.735615
134.778951,133.348454,140.708383,136.975004,129.124828,135.307179,126.87759
133.960301,135.272717,137.032381,138.114683,134.243938,127.399029,122.430638
133.483846,145.332195,138.702173,129.042349,129.843548,149.437642,133.985912
130.00137,133.874691,135.625131,135.568274,124.594112,138.002087,126.526798
142.781392,134.636685,139.812143,132.668043,131.616031,136.967396,126.786541
134.160535,132.369267,148.600504,133.816183,133.800556,138.022831,126.058499
137.743886,138.499752,141.740099,136.058287,131.414211,135.018567,125.42255
132.928708,134.173809,139.950029,132.809317,132.199932,140.625035,123.501408
143.196721,133.42178,145.449182,137.058333,134.01643,140.931454,127.706204
134.311894,141.563976,144.143564,136.014998,133.205463,135.560978,128.671024
137.705746,138.777683,146.181467,138.997496,126.847835,140.438664,142.177105
145.187634,135.83218,145.786806,140.077498,139.872387,142.682652,133.880917
130.542012,134.105313,136.546518,135.135702,128.555706,130.788594,118.645451
133.32282,122.942326,133.84852,125.506651,131.602573,140.670613,123.868511
136.986729,133.441845,146.508798,130.591368,130.92136,130.373944,119.34409
138.37859,136.785092,143.865541,130.532957,132.990703,135.163296,131.494518
140.408879,132.170727,138.670763,135.023275,130.934704,133.490406,133.733174
136.182645,129.18906,132.800325,125.333464,126.66972,138.875081,126.182972
130.580693,126.870342,142.670946,132.911505,130.007603,138.945019,123.168064
133.886189,129.98209,139.162103,133.29582,125.11301,140.748944,123.831906
132.101468,135.756802,148.174944,127.623762,136.134991,136.113987,127.136456
138.798589,132.196201,142.863855,134.242071,131.706142,139.297749,127.643047
133.849103,138.824871,138.995401,131.130636,134.574421,137.418461,135.04871
128.951581,127.208996,135.718683,124.985731,121.607647,129.14497,119.015461
127.620999,138.627705,138.582536,130.56246,127.502666,140.449315,131.663128
140.183026,138.912068,131.777444,141.590201,134.195545,140.553776,125.056294
140.059071,132.633854,137.633928,141.850592,129.644527,136.705113,125.811253
132.977505,140.699795,145.965746,130.014517,126.7262,139.730191,125.434086
130.447217,135.096073,129.421297,129.07057,124.754978,139.229344,124.728008
136.558812,128.500652,134.66076,127.134169,125.064373,133.589909,127.837971
137.406178,134.173855,134.708505,135.195746,140.323055,134.281338,133.966366
131.445905,131.661152,142.105707,134.835959,130.397091,129.209317,128.506191
137.72202,135.724735,140.612642,135.137465,132.084499,137.23573,132.540943
141.189679,128.589878,133.082155,137.09725,134.041645,134.7281,121.96246
134.047704,134.956577,135.478059,128.65325,133.904598,139.726582,134.232746
130.108624,134.768963,134.881143,131.172697,135.189297,134.635495,116.386868
130.458913,135.911862,141.18622,131.093481,131.956325,133.074429,128.882908
133.776036,137.463406,141.067072,130.670759,128.072262,133.614293,130.441784
144.910031,138.671612,138.652094,132.376837,127.558849,135.477971,130.14407
142.444554,130.433766,135.127039,133.932257,128.72723,138.498143,122.847714
143.102773,133.235325,144.5524,138.958357,130.844173,147.284893,126.201687
137.987347,141.715588,138.102754,137.662901,138.039722,131.711064,137.761509
137.429257,130.129543,139.711458,131.273222,131.460949,143.98518,127.107044
117.263875,133.331738,141.762773,130.060606,128.081035,139.75314,114.973828
141.850583,127.623127,144.220544,127.560095,122.348377,134.940159,130.332302
135.130986,138.932308,147.439653,135.253218,123.87968,143.918148,128.317806
130.33083,141.670498,139.638834,132.209875,133.97282,144.190411,128.229664
135.350758,134.590664,143.654802,131.389288,127.198612,140.74693,126.9305
139.115842,134.536183,137.269731,131.678747,127.464664,134.653401,131.716549
133.023663,129.432408,139.564325,137.563292,127.568241,151.446278,128.222248
134.834836,132.049587,136.237123,127.519919,134.728039,133.625821,134.95705
123.821385,125.302899,127.69124,132.315985,131.980427,138.395573,120.012501
140.076527,128.021824,127.946832,135.455214,131.060734,142.010334,119.708851
144.395825,133.73312,136.656587,133.599142,133.518932,144.309521,125.862118
140.741521,132.452694,141.330728,134.745184,133.580517,138.100674,131.437206
134.593137,134.035076,141.294817,135.833372,123.402019,135.817776,124.605831
136.184422,135.028805,136.942117,137.56539,134.14304,134.207753,124.757183
142.563718,128.314709,131.920877,131.847334,127.630504,134.664464,121.766697
132.266682,129.598538,138.231401,138.635351,127.283695,134.699299,122.745838
136.605313,133.244335,145.029214,134.282827,127.205601,144.150364,133.568356
145.9315,133.776882,139.980463,136.555685,129.356098,131.900143,130.413494
138.572781,129.019138,129.223581,126.367567,120.661411,137.077954,125.499508
140.017827,141.378628,137.74019,138.851217,132.387112,134.525883,131.354473
129.291341,139.361431,132.896616,128.967024,129.938969,127.6358,123.695446
138.483784,118.340458,127.433702,132.938566,117.984928,130.808461,118.562588
134.087483,133.49123,139.367738,129.648459,121.389591,144.949986,127.879391
137.475911,125.366291,128.472169,130.771948,132.076702,131.267773,125.567982
134.896703,137.359348,140.930872,141.445219,130.50951,136.844479,127.604946
133.701787,131.508221,133.891435,133.385649,129.385746,134.856999,132.085011
132.245763,128.900242,143.231996,136.030523,129.766453,133.959828,123.71986
134.876996,136.16692,138.287218,132.715681,127.783489,142.485051,132.241116
131.156583,132.055462,136.951677,130.47856,137.006519,133.91029,123.080967
143.731198,132.321903,140.305086,131.314253,126.861515,132.693318,124.040554
144.978497,142.694187,142.749277,141.502569,129.516743,144.928914,123.350826
128.80071,129.574253,135.948915,130.831884,128.977001,134.972142,119.744877
131.222646,138.766026,137.218195,138.30438,131.288853,138.382924,128.7822
141.842015,136.194706,145.735735,137.442671,131.912311,136.986958,128.359997
135.680142,124.150875,134.688219,126.443174,122.426403,135.991261,121.462902
140.150494,135.258236,139.677591,139.084868,132.368358,141.99487,125.414921
131.521283,132.738415,134.100511,131.482725,131.46648,133.170628,123.628834
134.965924,126.58025,131.003252,133.945082,123.586689,130.175831,121.849285
118.022771,126.582607,146.073724,122.303091,129.783047,143.300129,126.179012
133.953534,138.401768,145.68152,127.378538,123.004864,132.568333,123.71291
132.54659,125.057171,137.604799,128.161673,128.312206,133.343182,115.979305
138.741132,136.868252,142.375688,139.623785,135.756252,144.085896,128.544842
136.311932,138.599774,141.237428,134.529066,128.433643,137.899838,124.827351
133.498242,128.62344,127.93326,130.522368,127.722133,138.513913,118.347096
131.809445,135.280987,141.661676,135.496428,132.291164,134.741703,132.107235
136.318036,132.549488,138.100107,139.369406,130.415737,128.751828,133.010159
133.467839,132.099316,131.762224,136.105848,124.688495,132.286931,125.175884
139.886769,134.844647,144.666559,138.17687,129.764675,137.617634,124.998188
132.922963,133.116566,128.695673,128.969458,128.409603,131.240849,126.391903
140.858159,141.852772,138.654939,128.886747,133.604862,134.405735,136.348774
138.797704,131.121967,145.667459,133.65518,132.31509,135.525372,131.517788
133.203946,131.734928,144.253275,132.902945,130.386921,131.170285,125.834622
134.77052,127.755932,146.561174,131.099394,130.694492,143.96465,123.657223
136.019711,140.486241,146.360689,134.295569,126.257824,146.364987,128.811642
129.321904,127.78442,138.628091,133.879866,138.104519,132.529423,130.894802
129.878552,128.14143,139.881059,127.036909,129.938793,139.607823,124.007809
131.636365,126.766598,135.19861,126.113142,126.171711,137.997281,114.97723
137.725278,126.005566,137.590913,134.767233,132.474407,136.947804,127.206989
134.173558,129.038456,146.117143,137.832762,130.985775,141.164731,132.925114
129.797154,126.542256,147.06151,135.498205,130.021335,142.874958,136.039448
131.915578,133.673748,134.025613,120.371107,120.747654,131.584492,122.425282
128.045628,127.557575,139.837404,136.626104,131.536602,136.981511,129.406277
129.47717,127.482769,137.471826,129.178503,126.570667,135.367123,126.714214
130.214055,129.260365,135.452905,126.576506,132.623386,127.791737,122.302746
138.710461,134.351704,141.860094,136.851683,124.711086,136.643399,132.370403
134.524915,132.055782,135.098001,126.396536,127.224041,132.137158,129.448185
141.51991,135.917584,137.642793,134.436049,135.092457,139.781666,127.637135
138.502065,134.723881,140.335413,132.886305,132.477024,130.836812,120.961407
123.730641,125.225964,138.618227,122.143904,122.164097,136.4586,125.08572
146.202321,129.480496,138.373193,131.162611,133.511051,141.642575,123.852299
131.443028,130.764988,135.923853,125.351095,125.423694,132.092289,125.473019
132.633916,139.350269,140.561586,130.763617,127.314266,132.395565,123.706577
133.090237,132.39468,136.672296,134.595923,130.081364,135.567425,130.153759
133.069554,132.545506,145.865503,141.493361,138.375553,142.203549,128.842045
134.161847,131.334911,137.433389,130.620932,110.949741,133.968235,123.403027
134.58746,126.864025,136.523134,131.609106,132.027401,136.127995,124.456211
128.511349,124.382603,133.01819,126.747213,120.71458,135.254979,125.072132
134.167043,132.040058,138.908083,128.502798,133.699146,142.397427,128.998493
133.365758,135.103985,141.801591,136.489904,135.796474,134.462033,133.253529
135.781712,125.343586,136.61638,128.356962,130.561611,138.605587,124.108257
134.35838,130.887699,143.75451,132.303,128.185406,131.430172,135.760189
136.617955,127.37315,151.4582,135.024763,133.017872,140.127675,129.973889
141.487149,128.645298,144.714899,140.880774,133.606579,139.935353,129.113506
134.849301,133.434376,139.649149,128.368437,132.849155,134.212826,127.78294
123.484532,131.168842,141.172388,131.968069,134.934124,133.96735,121.920277
128.380666,125.609646,135.48018,132.951841,123.569401,131.976284,130.21983
126.411481,139.389942,151.72442,126.769415,129.918964,139.372578,135.631893
143.129453,127.772137,136.005029,132.137335,128.884861,134.437481,122.189747
137.014691,131.098286,139.576837,131.333456,127.594791,134.234944,127.145718
131.319539,129.921452,141.701967,135.487196,130.238964,138.390591,128.845226
135.854527,136.180416,132.154886,136.628782,128.967777,143.628727,132.166615
132.830975,125.705113,136.044496,130.212103,127.024448,132.901936,119.830586
128.640454,131.500576,144.447961,139.977278,132.875179,143.794728,130.44479
132.807622,137.103108,155.916498,136.325399,125.580349,146.12286,134.862133
134.955388,128.537213,143.779764,136.864546,127.101658,138.535344,123.529003
138.83595,131.147862,136.191675,130.221937,129.636112,135.979596,120.672238
137.765858,137.73621,136.210771,127.244238,130.133137,131.267254,119.10854
134.459927,131.419422,140.186014,132.348875,124.122677,138.997029,123.107731
129.593716,126.242436,147.427782,136.204352,128.826084,136.049199,125.338932
138.377888,130.445423,132.022943,133.753027,134.691143,135.778882,122.279247
136.999387,132.320988,133.265749,128.528189,132.293453,137.855259,125.086643
133.72186,130.334377,137.901132,132.127012,132.642444,139.461766,123.712261
138.314122,131.070973,140.446863,134.847365,137.124416,140.052174,133.664692
138.005254,133.017079,132.326166,134.474196,133.458423,139.009106,127.029339
137.259503,134.897122,134.852197,134.066824,132.819187,136.443188,124.143803
132.986935,130.972805,134.296754,134.709372,128.068767,130.181981,127.499653
140.420407,135.080753,141.256219,136.324263,130.420589,139.878705,134.481381
128.696683,128.694424,137.875131,122.818983,122.00906,129.825238,120.487118
131.072888,129.440418,128.260629,131.145361,133.110966,132.717183,127.631008
140.115491,121.402668,131.725687,127.778189,126.133915,141.466496,123.998676
138.722882,126.317486,136.876901,131.859724,135.130894,129.8914,127.071964
137.832646,134.898045,142.384424,127.337256,127.863788,133.625569,123.62286
134.532018,131.583782,128.204317,132.922484,128.646328,130.563008,125.195706
133.430867,125.225994,137.087961,124.006056,121.188755,125.744496,117.235401
132.943562,128.422665,145.200639,131.891073,129.86327,141.378582,131.310833
133.53687,132.426869,145.335596,131.942999,124.835682,134.487919,127.067562
127.277264,127.787861,141.009447,132.128141,126.669407,140.840664,126.967442
133.824414,132.433972,144.841486,135.847357,128.945492,131.632664,125.23798
140.283627,130.542874,141.795953,130.445494,121.192615,134.029042,127.019917
149.11662,135.557652,142.125146,136.553656,133.235668,148.179211,128.524746
132.412198,138.104321,145.016809,132.496656,143.368175,133.347981,127.143131
132.317899,132.46806,139.214532,136.558462,127.970096,135.595051,131.137272
128.632817,132.956242,128.671869,123.165159,132.937267,133.404133,124.187222
133.288426,138.617405,140.39789,130.167822,128.411976,134.255337,125.439655
135.965756,129.726299,150.203439,131.6164,131.643841,142.26315,130.867466
129.186818,129.595028,138.795557,128.805235,129.416225,131.371525,126.058628
130.091565,130.016018,133.248895,139.457487,128.443989,140.833607,126.882206
139.079099,131.709599,142.190988,132.182989,127.922115,132.763234,128.205349
143.254132,138.5247,143.932314,130.914084,134.886898,137.782155,126.213848
142.194943,137.578335,131.325891,150.857969,135.68243,138.892476,134.938015
136.796971,137.142971,137.278375,128.250013,131.689251,140.909306,124.225102
145.771558,137.037029,133.75596,132.165358,131.026211,137.166264,125.598156
135.075566,121.267513,131.569986,124.783148,126.686237,124.102856,122.663868
145.143536,138.302174,131.119913,136.150839,132.606838,138.345578,124.283871
134.983449,131.208172,136.089662,135.610426,128.19096,136.754017,127.617047
135.79263,129.451809,136.818033,138.149916,131.442043,134.278241,132.848599
136.11041,129.027554,131.850305,136.515783,133.523334,140.355092,126.418003
127.981396,136.122631,143.908029,125.059584,129.975567,144.160138,131.058666
134.574994,135.073673,140.298601,132.509443,126.394665,133.778668,132.549046
138.485997,131.012951,133.658113,140.363134,133.378467,139.275578,123.017285
132.712537,129.743908,135.42505,129.216215,123.547413,140.708569,124.849499
136.624333,133.759655,137.923891,134.933767,126.503177,132.413006,128.415394
132.987218,131.529438,141.968271,134.985869,127.028705,139.874386,124.49075
133.822194,132.433697,146.836931,132.490507,131.101238,139.086049,133.356312
138.397382,129.368786,134.468332,126.340155,130.37215,136.45644,119.415898
137.687436,130.179379,138.923364,142.39073,133.120701,141.147343,131.210682
133.492093,134.824192,150.356096,127.226523,127.745624,129.481366,131.224926
131.421445,136.652348,133.058878,134.765135,133.407184,131.101918,126.860905
144.776089,138.732433,136.859804,135.934614,131.134617,139.793568,133.598927
132.842488,136.142208,138.761621,133.205214,128.881611,134.31345,129.365078
130.671819,136.174572,137.628069,131.508352,132.412815,131.491398,124.844608
136.051419,135.13818,143.519373,131.649267,132.791065,136.911969,127.892681
142.488507,137.125935,146.977289,134.11273,131.053936,135.991002,135.285244
129.3233,134.10413,137.526399,127.95088,123.309002,136.230328,125.064968
139.934247,126.552891,142.586359,138.197172,133.264622,132.869282,125.371624
135.867909,135.319111,141.23382,131.388853,129.518642,132.246808,133.250309
139.061253,126.482021,143.947961,133.526663,127.898105,136.546399,121.267071
135.132657,135.647633,134.149507,135.842383,127.470386,139.664174,126.493534
134.572438,130.607556,139.006097,133.247435,129.85487,137.027264,127.164852
140.125081,134.843502,139.537134,132.15193,142.109608,150.429181,127.908718
128.094083,137.984097,154.776712,132.127264,132.111767,150.638569,134.417332
132.398221,137.370732,138.355562,134.654066,132.384312,140.856091,125.382458
140.291402,128.911427,135.65114,136.293486,134.272877,134.430974,122.913052
130.560834,128.920651,138.915033,132.508947,127.463878,141.887806,127.425083
135.021207,132.419552,139.740022,140.027655,132.114361,139.789479,131.324543
137.183148,133.413151,144.293588,135.203528,133.513126,143.146313,132.363484
143.831319,134.861614,152.984842,134.744726,130.589306,135.334996,128.120754
140.568906,137.666584,142.692308,131.849432,135.97678,136.760914,127.370777
136.401028,129.705265,140.263338,136.778936,131.698322,134.593739,122.01614
132.732564,140.623936,134.296075,136.583532,125.039783,133.137074,130.996647
137.170728,132.923474,138.125696,129.667189,126.500095,129.801785,126.859631
131.468884,137.599087,143.684854,133.140661,125.432644,138.958539,129.164242
135.958539,130.522152,132.543733,131.286192,133.952762,135.256688,125.511624
133.962575,129.260861,140.005228,133.595457,132.571377,135.034375,131.45834
138.554066,138.807919,142.026826,136.30245,138.075626,136.894848,132.809933
132.438985,128.987316,136.454279,136.976126,131.919529,140.929127,121.14896
125.871854,138.164791,131.979814,134.158781,132.65958,137.766827,130.516697
128.750119,135.837696,141.928407,130.605398,130.478153,136.515706,135.561047
129.998372,128.528973,131.023874,132.251265,130.034687,131.886494,123.450413
133.791898,135.569439,138.930948,138.619314,133.467472,144.191098,121.614361
134.809987,137.0285,138.748354,124.162558,125.464702,139.157917,129.562008
132.557484,132.13599,133.995729,138.165464,135.297703,136.306645,122.531925
137.794904,138.523319,136.696428,132.282202,138.602138,139.309102,128.764225
133.476315,128.46246,132.665887,130.153685,125.097462,129.798077,119.399677
136.169942,137.297703,139.640131,129.384329,126.957073,142.379872,124.295391
130.606084,131.359493,139.107614,135.554579,132.548473,137.845158,131.517079
138.898114,129.745258,143.494371,135.97003,125.514591,131.35793,126.305355
141.469785,138.707684,141.467752,132.153296,129.630192,134.247403,128.993359
133.57417,129.895321,138.626176,131.53343,129.031681,143.895939,132.665524
130.644078,135.315403,134.934129,130.400969,138.017162,135.008458,127.902447
129.125974,132.230793,137.119562,132.708357,131.834698,134.1143,130.299542
136.187581,137.369023,145.960504,138.038603,138.257351,135.513272,129.24709
142.599805,134.272,140.777811,135.282568,123.898647,141.864003,128.918339
141.070065,125.107624,131.90072,139.930571,127.191212,131.926754,130.07156
133.175977,132.848431,139.139894,136.637846,128.664043,141.591237,129.296566
129.025204,132.918194,129.099626,130.355429,129.41415,133.865811,123.523914
133.531483,143.280949,137.670168,133.073591,134.495731,130.321644,114.572659
127.336316,128.01067,140.226991,132.551062,130.242344,136.960484,132.943928
124.907346,136.253895,132.478227,124.160948,129.071232,136.921574,117.769924
135.166913,127.675221,141.133531,126.439261,131.768154,138.720013,126.020634
132.417615,135.248974,146.401186,138.580267,130.046215,131.373372,132.777142
141.655057,132.125523,146.515733,134.524191,132.558369,131.954922,131.338062
129.737851,127.279522,123.023248,127.707777,126.187595,132.960835,121.228428
129.276578,133.606434,143.675607,136.332487,132.748386,137.60133,126.191815
132.82697,127.608074,132.870271,135.950651,134.260509,133.587002,120.883244
143.227605,141.848896,149.554422,136.809156,127.268314,137.816708,130.323506
123.08952,134.886524,139.155679,128.855528,136.277721,137.627804,122.176182
135.966603,137.083409,136.258295,125.756285,130.376148,124.97498,135.143421
142.764012,128.887829,139.086038,134.753622,127.151012,135.444012,127.0098
136.006657,133.417057,141.508165,133.221914,129.978954,138.141064,124.792637
136.813298,133.523449,138.351137,133.453962,132.462536,137.776638,133.300999
133.161923,134.450039,141.739847,130.573011,127.064754,137.2458,127.951534
134.962788,132.215977,138.667139,137.743727,127.725406,145.428669,125.708309
140.644269,128.651837,139.621927,133.411696,135.862339,140.598896,128.707752
134.961339,138.865124,139.158945,137.231878,129.424618,137.278882,130.789616
141.423116,129.968418,143.904092,127.881483,133.005169,138.262455,126.901554
130.993085,141.677365,136.974184,138.124899,128.736759,141.692723,128.07021
142.34641,136.259472,141.528207,133.625387,130.900791,133.690083,133.643315
138.672871,134.799862,144.402628,130.770956,140.055981,137.659756,129.617718
132.902638,133.516087,141.632768,134.375731,129.483066,136.804821,123.78043
131.961087,131.152058,146.992616,130.197073,133.419857,141.918782,129.470013
130.85558,128.82848,131.922998,134.708075,133.27383,141.805356,130.448719
141.94518,133.132496,140.228227,128.289618,140.685352,132.590191,134.114239
131.495267,137.997952,140.001031,134.215513,127.46748,135.20142,130.892124
128.292126,129.572621,133.567018,130.290579,133.974155,141.218533,124.933087
132.738171,131.001316,140.405824,132.347647,127.887043,130.26067,124.362698
138.78967,138.487515,144.477495,132.091497,134.294819,144.120038,136.741398
134.721989,132.816158,145.022768,126.631689,137.093815,144.7356,133.355747
136.466382,134.653469,145.208437,129.056204,127.722057,133.411351,128.035053
135.241635,134.266857,148.234598,132.140234,127.732311,140.662938,130.938542
138.624814,135.245823,140.708093,138.367071,133.699367,139.360585,120.568791
130.899411,130.57394,141.676027,132.779493,129.584774,134.280949,129.889965
130.827267,135.217365,139.760095,133.351996,125.314548,134.978032,131.301556
131.972943,130.776798,140.04648,127.623251,122.438724,136.520009,130.240872
123.977834,130.209271,137.72426,135.914816,131.421757,130.421795,133.297848
137.540433,139.991818,142.931406,136.507032,126.972713,137.048245,122.592007
131.610928,130.574665,136.047144,135.07762,131.377292,135.924588,126.175305
127.775006,127.181843,136.22281,126.031546,126.300999,117.658955,129.394459
128.282521,138.710751,142.443964,128.749144,128.801121,133.248806,123.811924
137.077267,129.251751,136.432214,137.048636,136.270573,134.75404,119.405064
143.859166,132.380375,140.770509,138.064001,134.169987,139.476635,127.08981
137.238423,130.192806,141.513605,137.417662,127.177227,133.435978,127.946743
135.961423,121.336804,141.340654,139.141142,124.196049,135.756627,126.549687
131.520016,122.989285,135.249643,131.198088,132.237659,131.517819,125.062588
128.233357,125.43317,129.984659,118.317679,126.255108,123.190762,119.855549
95.476964,81.230335,88.873109,103.112532,104.775181,86.498776,94.716328
140.414594,136.564884,142.024477,145.569174,137.607227,135.590558,132.755306
132.891721,129.509617,144.578203,140.357016,135.770794,131.895779,127.020954
125.873669,132.220326,143.565866,127.349501,129.820309,140.598011,131.22337
130.01978,130.94627,144.483118,124.007361,127.747127,140.63094,129.816784
128.3783,124.919941,147.163896,130.139647,128.367222,142.928128,129.34412
129.649884,128.532635,142.648164,127.982763,130.571293,139.183857,129.905621
132.65508,134.231686,140.246301,132.607214,127.099415,134.444165,135.294773
136.127118,131.263951,144.38167,128.651884,125.723636,138.707592,124.553188
131.895657,133.368679,141.723825,137.900305,133.642292,132.489148,131.940869
139.159268,139.924023,141.761057,135.746969,129.534183,138.339863,128.371967
137.416486,144.978558,145.331819,137.757635,137.335728,141.405545,130.590344
138.936124,136.605724,137.975221,132.860128,124.976673,134.430409,133.448254
131.317464,135.305569,141.001505,134.382895,134.724293,136.421216,127.218701
136.345731,125.633228,142.737573,129.858793,126.589153,141.428784,129.43903
131.001607,130.464245,135.668954,132.597853,126.093853,135.453251,127.953098
138.51228,132.80846,138.667383,127.232031,127.925106,135.988286,132.524456
122.574399,127.832523,126.902109,118.346998,123.205616,129.819203,120.115826
132.535298,130.201206,137.590952,126.977789,130.173076,144.334797,123.070385
127.668782,134.011509,137.797243,129.312506,131.455257,138.321927,133.488415
136.796468,136.012707,148.044092,135.812651,132.334804,146.621136,127.726711
135.679356,126.136212,140.650041,130.283407,129.368351,137.957585,125.248432
143.310986,132.596371,133.211641,135.788832,128.461613,136.862805,130.587147
131.933873,129.596661,139.774271,131.118223,137.131809,135.671582,132.59528
137.590344,128.243435,133.342317,138.036589,126.884952,133.386837,126.12785
137.092381,135.665974,144.346338,135.050688,134.294628,144.664479,131.702221
116.029874,125.475704,143.625993,126.29888,129.423405,138.00774,123.553822
137.584279,136.85062,145.15732,130.712057,130.699726,139.765088,135.405621
136.662312,123.112866,134.998949,133.419142,133.734989,145.689206,128.724407
133.051305,129.965519,140.39348,138.525084,131.111667,135.026303,128.876545
141.076642,136.27319,134.285501,138.934301,134.980167,135.021,131.760754
142.80322,130.892361,134.228082,131.749441,140.42255,139.043019,134.257855
127.812009,132.663403,135.75509,129.176161,126.850521,128.837811,131.454601
137.778157,133.068798,141.952821,132.600287,133.088955,139.287655,127.184101
135.806027,131.110096,139.286119,135.533934,125.828609,145.917416,125.594128
138.125035,135.070721,136.182764,134.262137,134.715984,138.684514,121.740757
136.186192,127.80814,136.762743,134.258795,130.759548,133.127881,134.499417
110.542188,122.975125,106.881044,118.242468,126.929005,107.711049,99.74474
147.398862,144.296024,153.914178,137.481176,134.663387,151.417119,130.46687
137.009869,134.527668,150.579294,136.345099,137.539043,144.8475,142.110768
139.696294,133.463558,140.152124,132.607451,128.518757,145.034245,132.422856
134.896939,129.508999,143.176881,134.448156,130.033947,142.16911,132.226574
139.853284,134.285763,140.195375,138.651358,130.05283,146.199635,132.50446
130.55074,130.267193,134.028604,125.631247,125.992527,129.83276,121.426998
140.484052,134.200062,139.967271,138.087896,131.139301,132.07021,132.358692
132.639378,138.733982,134.355661,132.740439,135.401989,137.690411,128.096081
135.096471,130.187824,144.737634,125.612639,126.97607,146.444073,132.539761
129.847249,135.176579,143.812242,132.557432,138.734844,149.47913,129.221584
130.375249,135.557606,149.969652,134.456686,130.296947,143.471623,130.688526
131.072751,132.019566,142.29696,135.847021,133.92857,140.139248,128.024807
131.114659,135.543713,154.799158,132.588141,130.827152,145.883717,135.228207
125.119016,128.864727,137.685831,131.693045,124.380924,140.207409,133.377972
131.972905,130.360233,141.631525,136.160269,127.560963,138.161778,129.835049
132.997235,131.143055,132.95923,135.529173,129.323841,133.211316,131.920048
137.071446,134.325756,153.14007,134.266333,130.65778,143.370785,126.404514
136.385091,132.612095,131.876688,133.52474,133.045566,132.483952,124.518772
142.513898,134.335003,142.147928,122.34342,132.708248,146.10236,132.192448
137.565381,132.307682,135.036226,133.036421,136.183216,134.877743,120.226597
140.995282,132.682858,138.912912,131.950117,132.984157,140.419392,127.564381
146.277318,138.843105,148.731927,133.889151,133.318149,144.978367,134.236195
135.378842,132.002674,147.232957,127.978216,131.230579,144.841778,124.475788
133.238667,123.910259,129.243318,138.637106,128.807606,123.986424,123.213421
127.697835,132.843029,143.253114,126.072493,128.387096,135.512471,128.398129
138.540097,130.649532,141.9983,130.614904,129.470493,143.876591,127.357052
138.926587,124.13673,140.751215,143.418623,127.674389,132.198742,126.708004
133.221516,125.858784,131.919878,128.587339,129.263401,133.881733,124.598553
125.452779,132.229664,137.332063,132.339239,121.823093,125.289265,119.793812
128.678006,121.834583,141.749117,132.641111,133.182606,133.256176,126.489353
133.376462,138.077305,156.250513,130.410185,122.942638,136.998044,131.080258
130.253354,131.358135,143.570642,125.603964,125.269543,143.926815,130.125607
136.589497,132.617726,138.625642,119.694677,131.640949,132.108639,122.220204
137.443417,131.50948,144.3425,128.668455,140.51205,137.364773,129.409802
129.131787,133.597675,138.961496,135.221129,131.91209,136.911892,121.746205
135.742383,127.189373,137.469011,131.331282,128.244816,141.88081,130.305454
133.575612,132.708988,145.735506,135.698805,133.135273,142.60886,134.75993
132.471043,135.979763,141.123705,130.312529,128.456676,146.481732,127.082417
146.140729,133.262745,137.752634,134.625746,133.76189,139.731846,130.900547
120.944485,127.198162,114.213213,132.831106,128.007564,134.315732,112.825024
134.892255,131.920338,141.615587,137.561728,124.180744,144.839467,134.523831
141.737134,128.383633,133.884317,126.689543,130.371387,134.784512,128.68494
140.724454,127.694317,136.514276,136.860647,127.27792,139.576031,126.09644
129.84892,122.555111,145.725755,139.581167,124.776104,145.543576,117.351544
142.277165,125.921345,141.212587,135.307455,133.921398,140.769986,132.003605
136.22112,131.999287,143.676653,135.007887,136.055576,139.37727,135.430111
136.444302,127.982678,139.433595,136.37512,130.925258,141.917233,135.367932
133.315976,134.524334,147.770303,133.881163,136.014828,137.712468,128.867054
127.559201,136.929012,136.958559,128.527571,134.546657,141.857327,123.62312
141.315503,135.051403,138.985101,135.951262,132.4864,143.69611,131.834889
