Y_06,Y_08,Y_09,Y_10,Y_12,Y_13,Y_14
16.788,-26.065,-26.178,-22.129,-26.183,-26.234,-26.014
17.115,-25.535,-25.717,-21.378,-25.443,-25.409,-25.401
16.708,-26.626,-26.468,-22.164,-26.516,-26.47,-26.171
14.863,-27.744,-27.898,-24.282,-27.46,-27.564,-27.663
17.006,-26.128,-26.167,-22.004,-26.144,-26.202,-25.983
17.271,-26.225,-26.239,-21.857,-26.314,-26.304,-26.11
17.293,-25.371,-25.32,-21.252,-25.471,-25.618,-25.426
17.537,-25.598,-25.639,-21.578,-25.592,-25.572,-25.689
15.794,-26.828,-26.67,-23.18,-26.645,-27.015,-26.56
16.975,-25.589,-25.901,-21.853,-25.946,-25.826,-25.789
16.254,-26.29,-26.178,-22.495,-26.104,-26.088,-25.969
15.687,-27.155,-27.022,-23.232,-27.241,-27.116,-26.966
16.699,-25.192,-25.279,-21.885,-25.049,-25.154,-25.158
16.748,-25.85,-25.925,-22.226,-25.678,-25.842,-25.924
16.353,-26.86,-26.885,-22.585,-26.764,-26.601,-26.85
16.221,-26.745,-26.817,-22.686,-26.873,-26.75,-26.839
16.984,-26.17,-26.262,-21.853,-26.174,-26.373,-26.171
16.249,-26.208,-26.21,-22.29,-26.262,-26.245,-26.279
16.642,-26.094,-26.138,-22.016,-26.129,-26.15,-26.05
16.582,-26.12,-25.842,-22.228,-26.071,-25.97,-26.009
16.068,-26.635,-26.543,-22.601,-26.593,-26.609,-26.669
16.715,-26.399,-26.0,-22.339,-26.31,-26.308,-26.105
16.33,-26.358,-26.462,-22.651,-26.391,-26.424,-26.453
17.254,-25.311,-25.596,-21.416,-25.267,-25.288,-25.255
16.661,-26.4,-26.436,-22.328,-26.274,-26.409,-26.515
15.916,-26.978,-26.867,-23.011,-26.547,-26.577,-26.404
17.399,-25.519,-25.48,-21.512,-25.456,-25.635,-25.473
17.015,-26.098,-25.944,-22.014,-26.071,-26.078,-26.274
17.145,-25.961,-26.052,-21.562,-25.761,-25.946,-25.72
15.683,-27.026,-27.172,-23.296,-27.079,-26.977,-27.047
15.487,-27.061,-26.779,-23.165,-26.918,-26.907,-27.109
17.503,-25.712,-25.51,-21.087,-25.472,-25.365,-25.331
17.039,-26.139,-26.126,-22.139,-26.307,-26.224,-26.131
15.702,-26.873,-26.976,-22.97,-27.026,-26.99,-26.975
16.847,-26.151,-26.102,-21.951,-26.201,-25.977,-25.876
17.14,-25.641,-25.573,-21.79,-25.275,-25.589,-25.572
16.499,-26.234,-26.419,-22.095,-26.23,-26.224,-26.17
17.12,-26.062,-25.851,-21.098,-26.176,-26.086,-26.004
15.864,-27.255,-27.319,-23.067,-27.289,-27.284,-27.208
15.94,-26.883,-26.895,-22.643,-26.795,-26.723,-26.776
16.859,-26.215,-26.465,-21.969,-26.561,-26.641,-26.663
17.385,-25.665,-25.811,-21.532,-25.901,-25.848,-25.709
16.89,-26.183,-26.329,-22.051,-25.977,-25.964,-26.065
16.912,-26.412,-26.705,-21.786,-26.4,-26.408,-26.332
17.47,-25.79,-26.027,-21.594,-26.008,-25.918,-26.027
14.91,-27.538,-27.685,-23.849,-27.641,-27.648,-27.695
16.729,-26.019,-26.01,-21.793,-25.931,-25.634,-25.876
16.245,-26.747,-26.847,-22.789,-26.823,-26.717,-26.761
16.474,-26.237,-26.519,-22.31,-26.252,-26.247,-26.386
17.282,-25.884,-26.101,-21.687,-25.77,-25.912,-26.072
17.228,-25.557,-25.392,-21.623,-25.469,-25.617,-25.482
16.33,-26.239,-26.418,-22.317,-26.078,-26.25,-26.279
17.129,-25.69,-25.819,-21.288,-25.613,-25.482,-25.813
17.403,-25.938,-25.848,-21.599,-25.718,-25.816,-25.908
14.915,-27.71,-27.587,-23.856,-27.632,-27.436,-27.699
17.037,-25.594,-25.661,-21.559,-25.786,-25.835,-25.713
16.086,-26.372,-26.574,-22.399,-26.529,-26.753,-26.477
15.529,-27.346,-27.514,-23.607,-27.399,-27.414,-27.477
16.426,-26.676,-26.469,-22.727,-26.63,-26.444,-26.652
15.473,-26.954,-26.959,-23.335,-26.961,-26.882,-26.88
17.547,-25.337,-25.739,-21.08,-25.436,-25.293,-25.235
17.306,-25.601,-25.769,-21.536,-25.696,-25.826,-25.591
17.588,-25.556,-25.41,-21.256,-25.479,-25.258,-25.624
16.329,-25.988,-25.978,-22.572,-26.222,-26.187,-26.128
16.367,-26.58,-26.571,-22.602,-26.345,-26.512,-26.704
18.009,-24.966,-25.206,-20.853,-25.107,-25.044,-25.179
15.388,-27.053,-27.236,-23.154,-27.12,-27.075,-27.144
16.648,-26.56,-26.734,-22.33,-26.319,-26.31,-26.347
16.966,-26.247,-26.275,-21.925,-26.311,-26.39,-26.145
16.321,-27.049,-26.992,-22.678,-26.84,-26.979,-26.858
16.091,-26.601,-26.834,-22.292,-26.669,-26.851,-26.549
16.42,-26.12,-26.452,-22.209,-26.173,-26.326,-26.139
15.783,-27.283,-27.359,-23.147,-27.302,-27.153,-27.293
17.184,-25.288,-25.595,-21.53,-25.443,-25.519,-25.471
15.779,-26.97,-27.183,-23.228,-26.947,-26.981,-27.192
15.369,-27.179,-27.163,-23.212,-27.009,-27.1,-27.234
16.28,-26.824,-26.998,-22.794,-26.975,-26.777,-26.463
15.878,-26.701,-26.734,-22.709,-26.872,-26.928,-26.607
16.57,-25.985,-26.184,-21.969,-26.262,-26.3,-26.325
15.527,-27.169,-27.274,-23.211,-27.278,-27.19,-26.986
16.227,-26.746,-26.714,-22.565,-26.855,-26.7,-26.768
17.76,-25.552,-25.335,-21.351,-25.448,-25.357,-25.385
18.372,-25.474,-25.404,-20.846,-25.366,-25.48,-25.32
16.378,-26.641,-26.366,-22.284,-26.531,-26.44,-26.191
18.488,-25.124,-25.198,-20.456,-25.065,-24.917,-25.071
15.387,-27.738,-27.411,-23.618,-27.5,-27.499,-27.61
17.302,-25.349,-25.734,-21.279,-25.557,-25.529,-25.854
17.265,-26.412,-26.553,-21.733,-26.496,-26.407,-26.629
16.634,-25.632,-25.689,-21.882,-25.576,-25.664,-25.764
17.261,-26.159,-26.603,-21.791,-26.407,-26.214,-26.341
16.211,-26.558,-26.578,-22.759,-26.646,-26.673,-26.672
17.192,-25.674,-25.781,-21.718,-25.654,-25.674,-25.564
16.649,-25.883,-25.804,-22.263,-25.486,-25.548,-25.712
16.063,-26.503,-26.289,-22.432,-26.135,-26.232,-26.243
16.276,-26.849,-26.816,-22.851,-26.722,-26.674,-26.756
16.46,-26.34,-26.461,-22.355,-26.245,-26.232,-26.442
16.838,-25.917,-26.074,-21.846,-26.074,-26.06,-26.092
17.626,-25.967,-25.969,-21.519,-25.696,-25.861,-25.824
16.938,-25.537,-25.727,-21.824,-25.62,-25.543,-25.44
17.939,-25.025,-25.161,-20.711,-24.943,-25.071,-24.979
17.218,-26.105,-26.166,-21.825,-25.927,-26.05,-26.105
16.369,-26.444,-26.631,-22.459,-26.344,-26.4,-26.513
17.417,-25.657,-25.592,-21.386,-25.743,-25.601,-25.471
16.009,-26.454,-26.334,-22.492,-26.359,-26.584,-26.227
15.812,-26.879,-27.011,-23.049,-26.907,-26.777,-27.123
16.453,-25.529,-25.492,-22.294,-25.416,-25.358,-25.51
17.014,-26.065,-25.987,-21.983,-25.761,-26.077,-26.059
17.226,-25.963,-25.957,-21.438,-26.01,-26.295,-25.986
16.816,-26.178,-26.197,-21.837,-25.759,-26.177,-26.003
16.277,-26.511,-26.497,-22.469,-26.15,-26.57,-26.463
15.825,-26.935,-26.821,-23.053,-26.865,-26.771,-26.982
17.566,-26.465,-26.295,-21.518,-26.276,-26.305,-26.224
17.471,-25.886,-25.773,-21.507,-25.699,-25.662,-25.735
15.851,-27.017,-27.304,-23.196,-27.177,-27.182,-27.167
17.577,-25.56,-25.821,-21.283,-25.429,-25.467,-25.64
16.993,-25.971,-26.358,-21.66,-26.198,-26.399,-26.169
16.897,-25.749,-25.655,-21.681,-25.652,-25.838,-25.872
17.048,-25.67,-25.761,-21.801,-25.615,-25.622,-25.887
17.338,-25.811,-25.925,-21.551,-25.693,-25.733,-25.708
16.231,-27.038,-26.878,-22.894,-26.735,-26.89,-26.78
17.004,-25.872,-25.884,-21.969,-25.796,-25.617,-25.847
16.806,-25.986,-25.766,-22.138,-25.633,-25.793,-25.92
17.148,-26.244,-26.024,-22.065,-26.096,-26.088,-26.05
16.955,-26.301,-26.306,-22.048,-26.209,-26.18,-26.444
16.705,-26.081,-26.08,-21.768,-25.786,-25.721,-25.501
17.461,-25.931,-25.948,-21.328,-25.808,-25.757,-25.597
16.647,-26.293,-26.295,-22.245,-26.458,-26.461,-26.084
17.181,-25.916,-26.195,-21.534,-25.774,-25.613,-26.018
16.616,-25.611,-25.562,-22.263,-25.576,-25.571,-25.402
15.975,-26.484,-26.432,-22.902,-26.311,-26.595,-26.585
17.138,-25.722,-25.765,-21.99,-25.442,-25.457,-25.333
17.542,-25.23,-25.386,-21.164,-25.172,-25.431,-25.284
16.476,-25.821,-25.715,-22.578,-25.789,-25.846,-25.912
15.985,-27.073,-27.041,-22.866,-26.808,-26.964,-26.776
16.541,-25.493,-25.682,-22.202,-25.633,-25.611,-25.716
16.447,-26.211,-26.19,-22.213,-26.038,-26.16,-26.186
17.163,-25.545,-25.65,-21.625,-25.453,-25.258,-25.237
17.334,-25.536,-25.5,-21.167,-25.332,-25.336,-25.67
17.47,-25.421,-25.492,-21.442,-25.458,-25.257,-25.415
16.708,-25.949,-25.988,-22.073,-25.946,-26.079,-26.043
15.76,-26.47,-26.394,-23.04,-26.665,-26.479,-26.683
16.175,-26.569,-26.366,-22.735,-26.408,-26.64,-26.522
16.215,-26.572,-26.329,-22.41,-26.323,-26.394,-26.519
16.204,-26.065,-26.016,-22.431,-25.835,-26.123,-25.974
16.289,-25.984,-26.225,-22.651,-26.113,-26.102,-26.144
16.133,-26.251,-26.401,-22.767,-26.1,-26.118,-26.046
17.023,-25.603,-25.805,-21.942,-25.698,-25.758,-25.813
16.066,-26.573,-26.632,-22.775,-26.433,-26.524,-26.854
17.225,-25.309,-25.182,-21.821,-25.27,-25.301,-25.231
16.684,-25.618,-25.622,-22.127,-25.394,-25.332,-25.541
15.576,-26.915,-26.751,-23.083,-26.631,-26.667,-26.773
16.393,-26.137,-26.201,-22.391,-26.25,-26.173,-26.175
16.161,-26.971,-26.847,-22.861,-26.922,-26.969,-27.103
15.304,-26.83,-26.967,-23.395,-27.008,-26.958,-27.237
16.754,-26.212,-26.308,-22.111,-26.328,-26.426,-26.484
16.692,-26.295,-26.306,-21.974,-26.189,-26.086,-26.203
17.573,-25.838,-25.967,-21.646,-25.791,-25.702,-25.674
17.518,-25.745,-25.904,-21.621,-25.866,-26.12,-26.008
15.853,-26.547,-26.631,-22.938,-26.584,-26.815,-26.828
14.543,-27.805,-27.681,-24.325,-27.743,-27.639,-27.685
16.751,-26.359,-26.414,-22.134,-26.364,-26.46,-26.182
15.523,-26.931,-27.063,-23.379,-27.128,-27.077,-27.174
15.605,-26.92,-27.089,-23.145,-26.896,-26.741,-26.894
16.393,-26.786,-26.835,-22.395,-26.922,-26.709,-26.759
16.126,-26.664,-26.489,-22.547,-26.486,-26.665,-26.661
16.332,-25.884,-25.965,-22.597,-25.839,-25.936,-25.911
15.233,-27.501,-27.381,-23.573,-27.351,-27.41,-27.432
17.256,-26.093,-25.957,-21.614,-25.79,-25.815,-25.861
16.53,-26.33,-26.262,-22.357,-26.139,-26.089,-26.37
15.499,-26.88,-26.882,-23.176,-26.954,-26.967,-27.02
15.33,-27.088,-27.062,-23.377,-27.102,-27.029,-26.991
15.904,-26.117,-26.607,-22.85,-26.342,-26.409,-26.521
16.525,-26.535,-26.438,-22.443,-26.306,-26.285,-26.267
16.219,-26.677,-26.727,-22.699,-26.652,-26.724,-26.735
16.937,-25.306,-25.504,-21.842,-25.618,-25.538,-25.425
17.262,-25.779,-25.719,-21.624,-25.719,-25.549,-25.739
16.652,-25.062,-25.157,-21.924,-25.345,-25.199,-25.147
16.857,-26.303,-26.325,-22.197,-26.043,-25.791,-26.279
17.449,-25.699,-25.645,-21.389,-25.512,-25.315,-25.389
16.97,-26.393,-26.321,-21.912,-26.403,-26.305,-26.032
17.476,-25.374,-25.405,-21.306,-25.231,-25.221,-25.43
16.671,-26.126,-26.341,-22.403,-25.922,-25.851,-25.984
13.65,-28.193,-28.395,-25.222,-28.358,-28.465,-28.081
16.562,-26.451,-26.234,-22.334,-26.315,-26.354,-26.246
15.692,-26.918,-26.969,-22.945,-26.952,-26.978,-26.964
17.44,-25.152,-25.371,-21.441,-25.164,-25.268,-25.288
17.544,-25.699,-25.564,-21.472,-25.369,-25.596,-25.606
17.804,-24.985,-25.029,-21.267,-25.101,-25.096,-25.174
14.848,-27.79,-27.804,-24.169,-27.82,-27.67,-27.66
16.741,-25.876,-25.897,-21.756,-25.925,-25.906,-25.84
16.861,-25.736,-25.842,-21.758,-25.793,-25.825,-25.62
16.787,-26.659,-26.428,-22.447,-26.398,-26.378,-26.409
15.697,-27.136,-27.254,-23.597,-27.252,-27.207,-26.966
16.927,-25.173,-25.447,-21.878,-25.0,-25.307,-25.242
14.728,-28.106,-27.99,-24.357,-28.003,-28.056,-28.029
16.731,-25.416,-25.457,-22.094,-25.296,-25.768,-25.392
15.846,-27.475,-27.381,-23.485,-27.352,-27.366,-27.448
15.678,-27.15,-27.389,-23.136,-27.021,-26.979,-27.191
17.434,-24.902,-25.102,-21.658,-24.99,-25.055,-25.073
15.833,-26.838,-26.657,-23.071,-26.731,-26.762,-26.564
16.819,-25.775,-25.708,-21.86,-25.622,-25.692,-25.664
15.502,-26.747,-26.761,-23.316,-26.675,-26.657,-26.84
16.521,-26.246,-26.319,-22.231,-26.396,-26.424,-26.524
17.495,-26.218,-26.123,-21.764,-26.077,-26.026,-25.973
17.284,-26.209,-26.529,-22.202,-26.208,-26.231,-26.275
17.661,-25.732,-25.598,-21.731,-25.874,-25.94,-25.928
16.177,-26.858,-26.951,-22.891,-26.778,-26.914,-26.726
17.462,-25.638,-25.812,-21.317,-25.74,-25.816,-25.726
17.338,-25.613,-25.7,-21.526,-25.569,-25.531,-25.652
16.987,-26.395,-26.498,-21.998,-26.165,-26.327,-26.24
17.756,-25.914,-25.89,-21.46,-26.146,-25.862,-25.832
17.332,-25.018,-24.897,-21.414,-25.03,-24.978,-25.004
16.675,-26.58,-26.415,-22.514,-26.342,-26.5,-26.463
16.53,-26.225,-25.992,-22.207,-26.026,-26.127,-26.124
16.504,-26.477,-26.239,-22.82,-26.226,-26.045,-26.201
15.13,-27.361,-27.139,-23.684,-27.177,-27.325,-27.0
16.131,-26.95,-26.771,-22.72,-26.79,-26.601,-26.472
16.304,-25.9,-26.058,-22.71,-26.063,-25.934,-26.063
16.385,-26.357,-26.385,-22.386,-26.218,-26.309,-26.191
16.319,-26.424,-26.083,-22.505,-26.292,-26.316,-26.474
16.936,-26.676,-26.699,-22.422,-26.358,-26.321,-26.282
16.697,-26.147,-26.274,-22.157,-25.979,-26.133,-25.946
15.985,-27.092,-27.283,-22.943,-27.183,-27.145,-27.31
16.075,-26.669,-26.912,-22.756,-26.602,-26.566,-26.788
14.709,-28.103,-27.925,-24.139,-28.004,-28.059,-27.806
17.157,-26.414,-26.184,-21.719,-26.338,-26.203,-26.325
15.856,-26.94,-26.644,-23.238,-26.748,-26.502,-26.939
16.134,-26.878,-26.754,-22.877,-26.909,-26.597,-26.752
16.098,-26.59,-26.583,-22.847,-26.542,-26.601,-26.612
16.901,-26.181,-25.816,-21.95,-25.923,-26.087,-25.792
15.368,-27.336,-27.396,-23.532,-27.103,-27.238,-27.079
17.344,-25.641,-25.537,-21.635,-25.377,-25.518,-25.574
16.051,-26.758,-26.65,-22.939,-26.624,-26.595,-26.592
16.145,-26.242,-26.178,-22.629,-26.265,-26.097,-26.064
15.431,-27.086,-27.112,-23.119,-27.171,-27.038,-27.17
17.197,-26.028,-26.232,-21.776,-26.025,-26.066,-25.971
16.826,-26.278,-26.067,-22.388,-26.238,-26.364,-26.261
16.463,-25.276,-25.439,-21.743,-25.428,-25.445,-25.225
17.092,-25.585,-25.835,-22.044,-25.64,-25.546,-25.521
16.564,-26.008,-26.343,-22.256,-26.32,-26.038,-26.115
16.233,-26.397,-26.356,-22.685,-26.312,-26.314,-26.489
16.158,-26.598,-26.384,-23.019,-26.423,-26.671,-26.33
15.257,-27.36,-27.289,-23.799,-27.178,-27.239,-27.344
16.693,-26.052,-25.745,-22.056,-26.173,-25.916,-25.983
15.257,-27.244,-27.317,-23.406,-27.223,-27.345,-27.132
16.983,-25.877,-25.897,-22.041,-25.867,-25.96,-25.651
16.555,-26.096,-26.148,-22.492,-25.901,-26.021,-26.057
16.345,-26.069,-26.044,-22.591,-26.019,-25.967,-26.097
15.55,-26.951,-26.868,-23.516,-26.762,-26.779,-27.111
16.805,-25.209,-25.305,-21.981,-25.423,-25.362,-25.341
16.447,-26.866,-26.512,-22.753,-26.499,-26.598,-26.465
15.906,-26.853,-26.597,-23.147,-26.689,-26.671,-26.653
16.672,-26.185,-26.351,-22.24,-26.269,-26.476,-26.126
15.729,-27.028,-27.309,-23.201,-27.077,-27.108,-27.085
17.417,-25.658,-25.725,-21.634,-25.9,-25.842,-25.596
16.03,-26.642,-26.755,-22.783,-26.648,-26.591,-26.6
14.98,-27.116,-27.237,-23.554,-27.26,-27.302,-27.312
16.027,-26.759,-26.639,-22.943,-26.672,-26.649,-26.867
16.611,-25.939,-26.335,-22.576,-26.193,-26.018,-26.108
15.931,-26.281,-26.515,-22.903,-26.44,-26.229,-26.351
17.003,-26.01,-26.029,-21.878,-26.032,-25.834,-25.908
15.017,-26.903,-27.053,-23.758,-26.957,-26.883,-27.095
16.876,-26.139,-26.198,-22.182,-26.114,-26.147,-26.218
16.47,-26.037,-26.331,-22.337,-26.096,-26.291,-26.317
16.773,-26.04,-25.945,-22.128,-25.946,-25.896,-26.117
16.006,-25.824,-25.71,-22.622,-25.408,-25.528,-25.548
15.705,-26.784,-26.475,-22.922,-26.518,-26.588,-26.764
16.81,-25.708,-25.745,-21.907,-25.883,-25.612,-25.794
16.58,-26.383,-26.261,-22.344,-26.133,-26.29,-26.119
15.714,-26.552,-26.301,-23.126,-26.318,-26.43,-26.377
16.798,-26.228,-26.378,-22.061,-25.999,-25.957,-26.244
17.735,-25.426,-25.53,-21.289,-25.546,-25.408,-25.567
15.868,-27.26,-27.031,-23.157,-27.073,-27.026,-27.068
16.516,-25.956,-25.756,-21.611,-25.95,-26.011,-25.835
16.16,-26.56,-26.29,-22.77,-26.215,-26.322,-26.359
15.465,-27.002,-26.903,-23.365,-27.047,-26.942,-26.869
15.71,-26.85,-26.884,-22.952,-26.684,-26.859,-26.84
16.579,-26.567,-26.884,-22.328,-26.684,-26.74,-26.756
-17.527,-27.256,-27.038,-29.409,-26.977,-27.201,-27.09
17.047,-25.182,-25.341,-21.584,-25.442,-25.472,-25.268
-16.763,-27.125,-27.004,-29.42,-27.171,-26.973,-27.005
-18.678,-27.746,-27.333,-29.595,-27.379,-27.361,-27.338
16.555,-25.829,-25.966,-21.903,-25.911,-26.016,-25.783
15.974,-26.672,-26.705,-22.426,-26.661,-26.791,-26.853
15.987,-26.402,-26.383,-22.733,-26.407,-26.375,-26.284
17.137,-25.883,-26.028,-21.363,-26.03,-26.07,-25.784
16.352,-26.383,-26.497,-22.435,-26.327,-26.45,-26.474
16.482,-25.936,-26.325,-22.593,-26.082,-26.015,-26.058
17.415,-25.817,-25.929,-21.391,-25.71,-25.778,-25.757
15.102,-27.16,-27.477,-23.689,-27.229,-27.293,-27.095
16.949,-25.799,-25.778,-21.952,-25.755,-25.729,-25.925
15.545,-27.0,-26.633,-23.12,-26.579,-26.861,-26.893
15.893,-26.688,-26.824,-22.934,-26.599,-26.78,-26.586
16.514,-26.188,-26.228,-22.118,-25.915,-26.108,-25.927
16.952,-26.201,-26.323,-21.904,-26.111,-26.338,-26.363
17.012,-26.269,-25.995,-22.205,-26.125,-26.075,-26.266
16.804,-25.727,-26.065,-22.223,-25.76,-26.034,-25.924
18.101,-25.845,-25.592,-21.415,-25.549,-25.577,-25.742
16.757,-26.316,-26.325,-22.347,-26.213,-26.195,-26.309
16.723,-26.284,-26.262,-22.142,-26.023,-26.274,-26.205
17.941,-25.093,-25.318,-21.318,-25.087,-24.924,-25.067
17.161,-25.878,-26.128,-21.88,-26.107,-26.124,-25.896
16.028,-26.729,-26.845,-23.032,-26.615,-26.598,-26.601
-18.603,-27.503,-27.329,-29.832,-27.094,-27.166,-27.062
16.542,-26.092,-26.123,-22.725,-26.061,-26.198,-26.105
15.383,-27.125,-27.023,-23.591,-26.771,-26.729,-26.923
17.187,-26.155,-26.249,-21.738,-25.827,-25.904,-25.877
18.442,-24.489,-24.485,-20.425,-24.67,-24.417,-24.392
16.4,-26.428,-26.37,-22.746,-26.097,-26.315,-26.27
16.441,-26.865,-26.289,-22.313,-26.401,-26.189,-26.447
17.237,-25.459,-25.756,-22.012,-25.425,-25.379,-25.487
17.895,-25.204,-25.081,-21.241,-25.071,-25.174,-24.988
16.648,-26.176,-26.236,-22.136,-25.984,-26.253,-26.086
15.54,-27.109,-27.507,-23.423,-27.103,-27.245,-27.403
17.105,-26.018,-26.284,-21.947,-26.252,-26.212,-26.29
15.987,-26.85,-26.673,-22.95,-26.938,-26.858,-26.854
17.203,-26.079,-26.026,-21.708,-26.052,-26.062,-25.875
17.281,-25.052,-25.135,-21.456,-24.882,-25.031,-24.738
-17.805,-27.097,-27.078,-30.108,-27.008,-26.934,-27.036
17.322,-25.056,-24.666,-21.479,-24.859,-24.784,-24.729
17.295,-25.647,-25.664,-22.192,-25.496,-25.391,-25.834
18.003,-24.417,-24.52,-20.943,-24.43,-24.291,-24.364
16.38,-26.185,-26.259,-22.575,-26.193,-26.081,-26.312
16.633,-26.12,-26.057,-22.278,-25.942,-25.631,-25.916
15.727,-26.914,-27.099,-23.302,-26.866,-27.111,-26.83
15.465,-26.932,-27.176,-23.358,-26.906,-26.892,-27.093
15.799,-26.518,-26.377,-22.959,-26.654,-26.675,-26.457
16.029,-26.563,-26.818,-22.797,-26.607,-26.469,-26.545
15.268,-26.917,-27.19,-23.893,-27.112,-27.104,-27.029
17.881,-24.632,-24.605,-21.109,-24.445,-24.353,-24.53
16.224,-26.86,-26.673,-22.709,-26.505,-26.544,-26.459
17.228,-25.639,-25.556,-21.858,-25.358,-25.404,-25.442
17.539,-25.488,-25.479,-21.434,-25.513,-25.641,-25.417
15.966,-27.415,-27.287,-23.171,-27.337,-27.295,-27.353
16.307,-25.848,-25.982,-22.868,-25.881,-25.799,-26.124
17.68,-25.312,-25.356,-21.482,-25.239,-25.195,-25.388
17.185,-25.604,-25.599,-21.885,-25.548,-25.707,-25.508
17.482,-24.72,-24.616,-21.714,-24.66,-24.471,-24.269
17.723,-25.291,-24.972,-21.332,-24.931,-24.906,-24.961
16.343,-26.293,-26.299,-22.422,-26.049,-26.037,-26.291
16.443,-26.323,-26.289,-22.398,-26.426,-26.316,-26.249
17.202,-25.578,-25.853,-21.731,-25.561,-25.664,-25.702
17.193,-25.697,-25.753,-21.768,-25.656,-25.752,-25.824
15.97,-26.949,-26.992,-23.099,-26.968,-26.837,-26.868
17.146,-25.989,-26.092,-21.989,-26.025,-26.097,-26.012
14.442,-27.76,-27.624,-24.3,-27.768,-27.907,-28.01
16.556,-26.166,-26.354,-22.496,-26.652,-26.362,-26.255
17.011,-26.113,-25.986,-22.003,-26.006,-26.19,-26.283
17.605,-25.991,-26.176,-21.678,-25.955,-26.184,-26.093
16.005,-26.552,-26.72,-22.769,-26.657,-26.765,-26.326
17.057,-25.85,-25.583,-22.041,-25.552,-25.606,-25.793
17.256,-25.329,-25.347,-21.696,-25.49,-25.368,-25.343
17.002,-26.269,-26.354,-22.248,-26.151,-26.173,-26.11
16.235,-27.146,-27.002,-22.898,-27.01,-27.126,-27.051
16.68,-25.755,-25.602,-22.153,-25.627,-25.762,-25.574
16.267,-26.23,-26.15,-22.562,-26.166,-26.418,-26.355
15.915,-26.118,-26.453,-22.901,-26.176,-26.151,-26.15
16.582,-26.515,-26.327,-22.398,-25.966,-25.884,-26.057
15.572,-27.072,-27.367,-23.364,-27.025,-27.143,-27.293
17.884,-25.254,-25.423,-21.119,-25.409,-25.154,-25.25
16.565,-26.486,-26.472,-22.505,-26.348,-26.352,-26.305
17.139,-25.245,-25.441,-21.784,-25.158,-25.248,-25.413
17.114,-25.88,-25.808,-21.749,-25.714,-25.596,-25.667
15.655,-27.19,-27.228,-23.552,-27.288,-27.161,-27.274
16.22,-26.112,-26.414,-22.71,-26.155,-26.07,-26.318
16.429,-26.13,-26.04,-22.419,-25.772,-25.94,-25.951
17.18,-25.484,-25.529,-21.469,-25.596,-25.479,-25.451
17.591,-25.527,-25.683,-21.609,-25.238,-25.104,-25.317
17.158,-26.143,-26.076,-21.744,-25.987,-25.971,-25.992
17.685,-25.635,-25.62,-21.545,-25.585,-25.611,-25.716
16.791,-26.255,-26.331,-22.411,-26.205,-26.127,-26.088
18.52,-24.592,-24.776,-20.559,-24.481,-24.581,-24.773
17.937,-25.299,-25.291,-21.459,-25.33,-25.322,-25.349
18.084,-24.717,-24.855,-21.188,-24.544,-24.507,-24.657
16.753,-25.879,-25.873,-22.251,-25.942,-25.87,-25.884
18.193,-25.451,-25.489,-20.84,-25.351,-25.416,-25.32
17.694,-25.379,-25.281,-21.32,-25.066,-25.17,-25.35
18.728,-24.207,-24.28,-20.344,-24.354,-24.205,-24.409
18.04,-24.968,-25.221,-21.038,-25.038,-25.082,-24.923
18.271,-25.327,-25.543,-21.029,-25.672,-25.303,-25.442
18.244,-24.665,-24.302,-20.858,-24.665,-24.658,-24.412
16.561,-25.281,-25.147,-22.229,-25.331,-25.123,-25.253
17.927,-24.801,-24.853,-20.517,-24.624,-25.035,-24.862
17.617,-25.181,-25.189,-21.37,-25.098,-25.03,-25.302
17.77,-24.768,-25.049,-21.255,-24.704,-24.877,-24.73
18.368,-24.712,-24.77,-20.563,-24.596,-24.646,-24.533
18.189,-24.802,-24.929,-20.742,-24.894,-25.019,-24.843
16.817,-26.172,-25.838,-22.389,-25.996,-26.09,-26.118
17.059,-26.349,-26.413,-21.824,-26.361,-26.139,-26.085
16.354,-26.367,-26.128,-22.584,-26.254,-26.179,-26.024
16.064,-26.578,-26.546,-22.844,-26.266,-26.404,-26.515
16.451,-26.45,-26.323,-22.554,-26.098,-26.203,-26.053
17.678,-24.773,-24.813,-21.372,-24.696,-24.608,-24.729
18.003,-24.726,-24.903,-20.92,-24.78,-24.777,-24.943
17.498,-24.567,-24.811,-21.27,-24.966,-24.811,-24.68
16.822,-26.115,-26.125,-22.177,-26.115,-26.181,-25.986
17.152,-25.558,-25.939,-22.042,-25.849,-25.743,-25.743
17.939,-24.662,-24.551,-21.175,-24.553,-24.502,-24.595
15.94,-26.869,-26.75,-23.369,-26.985,-26.634,-26.721
17.665,-25.276,-25.611,-21.43,-25.246,-25.205,-25.312
16.531,-26.372,-26.368,-22.774,-25.872,-25.884,-26.076
18.428,-24.673,-25.002,-20.709,-24.785,-24.811,-24.831
17.199,-25.903,-26.047,-22.064,-26.125,-26.164,-26.222
16.974,-26.566,-26.357,-22.293,-26.339,-26.497,-26.454
17.529,-25.384,-25.516,-21.735,-25.385,-25.363,-25.247
16.784,-26.609,-26.522,-22.085,-26.602,-26.663,-26.452
17.425,-25.158,-25.182,-21.552,-25.154,-25.123,-24.996
17.192,-25.317,-25.104,-21.705,-25.189,-25.024,-25.035
17.807,-25.206,-25.324,-20.856,-25.351,-25.406,-25.173
16.396,-26.492,-26.369,-22.842,-26.471,-26.317,-26.426
