Y_01,Y_05,Y_07,Y_11
1.24,34.256,2.689,25.838
1.231,34.521,2.575,25.387
1.709,33.735,2.682,25.69
0.999,29.908,3.366,24.892
0.9,29.98,3.603,24.487
1.376,36.191,2.871,24.948
1.646,35.333,2.755,25.442
2.25,33.665,2.473,25.376
1.82,32.555,2.798,25.081
1.113,34.344,3.017,23.633
0.855,26.093,3.402,24.031
1.66,34.07,2.876,24.987
1.41,32.584,2.703,25.526
1.373,33.465,2.799,25.453
1.263,31.621,3.318,25.339
1.694,30.751,2.96,24.414
1.698,30.312,3.003,24.275
1.49,33.937,2.939,25.227
1.511,34.097,2.639,24.851
0.999,32.737,2.673,24.898
1.629,33.162,2.833,24.978
1.125,30.206,3.206,24.01
1.03,29.962,3.57,24.039
1.467,30.541,3.213,23.58
1.697,35.402,2.59,25.003
1.808,30.711,3.067,23.918
2.339,31.641,2.956,24.842
1.471,33.84,2.945,25.021
0.714,26.312,3.382,23.262
1.424,27.487,3.266,24.185
1.104,32.295,2.74,24.713
1.078,28.742,3.391,24.336
0.997,30.746,2.828,24.82
1.432,33.946,2.904,24.912
1.405,34.415,2.616,24.552
1.42,32.055,3.004,25.066
0.935,31.336,2.946,24.185
1.625,30.18,3.606,24.45
1.186,23.975,2.839,24.273
2.026,31.419,3.05,24.001
2.003,26.683,3.569,23.656
1.267,30.63,3.421,24.087
1.487,33.932,2.747,24.865
1.895,34.269,2.367,25.725
1.37,27.02,3.25,24.391
1.907,34.734,2.586,24.919
2.022,27.042,3.16,24.757
1.107,30.843,2.725,24.685
1.034,32.4,3.05,24.454
1.513,33.711,2.728,25.319
1.675,30.662,3.32,24.989
1.173,32.835,2.552,24.884
1.444,34.195,2.704,25.311
0.783,26.732,3.483,23.224
1.58,32.088,3.129,24.76
1.46,32.97,3.098,24.489
0.948,25.551,3.75,22.097
1.604,33.182,3.115,24.728
1.269,27.638,3.417,23.92
1.396,33.147,3.019,24.65
1.109,31.607,3.212,24.294
1.25,30.766,3.68,24.119
1.211,33.456,2.555,24.633
0.608,27.139,3.146,23.071
1.246,33.327,2.484,24.961
1.262,31.049,2.964,23.581
1.808,32.704,2.986,25.205
1.311,25.911,3.405,24.07
1.44,25.408,3.532,23.119
1.27,31.352,2.94,25.027
1.366,32.841,3.225,24.921
1.296,27.702,3.336,23.943
1.902,27.087,3.623,23.497
1.705,28.304,2.915,23.77
0.964,31.155,2.526,24.434
0.849,28.676,2.967,24.354
1.143,33.435,3.481,24.933
1.408,31.166,2.824,24.242
2.042,32.05,3.585,24.155
1.372,28.149,3.21,24.153
1.327,34.828,2.74,24.782
0.875,30.954,3.189,24.082
1.595,34.411,2.64,24.232
1.255,25.773,2.603,24.359
1.135,32.417,3.113,24.64
1.464,34.026,2.952,25.033
1.297,28.169,3.227,24.166
1.811,34.031,3.221,23.364
0.911,31.848,2.749,24.881
2.054,32.827,2.861,25.381
1.086,30.243,3.129,24.783
1.962,31.293,2.854,23.554
1.522,33.006,2.707,25.3
0.943,30.581,2.939,24.734
1.321,29.843,2.862,24.025
1.908,33.138,2.74,25.234
1.474,33.825,2.639,24.663
0.91,23.154,3.812,23.443
1.413,33.173,2.609,24.585
1.691,30.122,3.416,24.083
1.324,31.023,2.657,24.519
1.521,32.48,3.035,24.44
1.7,28.969,2.841,24.655
0.6,30.744,3.468,24.038
1.508,31.73,3.205,24.577
1.512,32.413,3.079,25.008
1.446,31.443,2.37,24.913
1.258,33.959,2.182,25.079
0.805,29.792,3.034,24.418
1.097,33.011,3.11,24.804
1.513,30.449,3.409,24.27
2.239,34.955,2.29,25.294
0.863,32.239,2.825,24.23
1.577,32.314,2.463,25.335
1.614,30.41,2.755,24.965
1.552,29.323,2.88,24.896
1.793,33.555,2.71,25.153
0.9,31.505,3.514,23.013
1.461,33.717,2.814,25.196
1.3,28.97,3.608,22.832
2.416,32.044,2.743,25.448
2.492,32.339,2.756,24.618
0.801,26.98,3.556,24.071
1.841,32.05,2.948,24.199
1.512,24.605,3.589,24.163
1.311,28.73,3.653,22.815
1.413,33.724,3.068,24.714
2.127,35.473,2.882,24.603
1.305,29.72,3.169,24.035
1.53,33.436,2.596,24.835
1.166,31.31,3.034,24.216
1.735,31.856,2.973,24.569
1.261,29.764,2.715,24.203
1.475,33.825,2.758,24.113
1.775,32.271,2.964,25.44
1.758,31.834,2.646,25.446
1.542,28.142,3.425,23.719
0.919,29.53,3.499,23.645
2.058,33.112,2.757,24.833
1.973,35.776,2.713,25.855
1.404,31.105,3.318,24.16
1.447,32.785,3.226,25.191
1.596,32.791,2.879,25.093
1.824,33.193,2.73,25.014
1.59,28.757,3.626,23.188
1.481,33.433,2.391,25.595
2.232,30.473,2.926,24.323
1.484,32.843,3.143,24.684
1.388,30.041,3.572,23.256
1.636,33.172,2.692,25.059
1.708,34.476,2.865,25.032
1.736,33.586,3.026,24.269
1.856,33.628,2.845,25.461
1.785,34.548,2.593,25.199
1.782,32.44,2.888,23.204
1.428,30.816,2.976,24.798
1.616,34.808,2.896,24.611
0.726,29.09,3.218,23.703
1.671,32.079,3.198,24.157
1.247,25.568,3.287,23.975
1.724,30.437,3.277,23.606
1.419,33.506,3.071,24.623
1.036,32.113,3.628,23.78
1.287,28.916,3.908,21.737
1.403,28.911,3.738,24.079
1.543,31.927,3.026,24.336
1.724,31.435,2.655,25.308
1.376,35.034,2.423,24.425
1.484,33.33,2.849,25.113
1.425,30.15,3.027,23.97
1.707,31.122,2.994,24.814
1.89,33.547,2.426,25.91
1.118,33.51,2.814,24.678
1.541,28.042,3.592,23.95
1.178,31.879,3.382,24.716
1.554,31.803,2.876,25.172
1.224,32.405,2.529,25.318
1.103,33.181,2.726,24.478
0.722,24.965,4.021,22.509
1.326,29.905,3.513,24.108
1.155,31.952,3.229,24.086
2.2,32.282,3.299,24.225
1.337,30.481,2.953,23.992
0.755,32.152,2.791,23.745
1.328,34.974,2.827,24.821
1.578,33.012,3.579,24.776
1.688,34.789,2.749,25.259
1.038,34.121,2.848,24.812
0.731,27.594,3.529,23.64
1.431,31.926,2.59,24.498
1.126,28.346,2.976,23.407
1.123,31.642,2.867,24.808
1.629,33.789,2.811,25.326
1.031,32.686,2.843,24.831
1.299,34.162,2.66,24.948
1.647,33.771,3.123,23.974
1.454,33.544,3.023,24.685
1.256,30.946,2.711,24.156
1.471,32.593,2.698,25.08
1.317,29.951,3.241,24.23
1.168,33.145,3.179,23.968
1.268,30.061,3.006,24.661
1.535,34.157,2.6,24.888
0.906,28.398,4.013,23.521
1.453,31.652,3.398,24.027
0.676,26.294,3.585,23.412
2.156,33.331,2.72,25.325
1.295,34.005,2.528,24.335
1.197,29.215,3.39,23.289
1.655,30.941,2.839,24.966
1.002,33.745,2.702,23.541
1.514,33.35,3.044,24.448
1.301,31.768,2.913,24.528
1.33,32.375,2.684,24.031
1.311,27.35,3.27,22.494
1.209,31.723,2.784,24.565
1.299,30.895,2.903,23.94
1.392,31.634,2.79,23.979
0.627,28.536,3.442,23.528
1.885,30.155,3.575,24.387
2.319,25.614,3.833,22.689
0.802,25.535,3.419,22.673
1.626,27.13,3.694,23.758
1.338,33.641,3.315,25.005
1.911,33.215,2.82,24.231
1.648,33.02,3.395,24.633
0.538,31.0,3.791,22.932
1.671,31.069,2.848,24.475
1.699,33.225,2.593,24.593
1.747,31.016,2.993,24.481
1.181,29.792,2.891,24.178
1.06,34.352,2.821,24.109
1.134,32.875,2.851,24.277
1.613,32.695,2.631,24.737
1.24,28.449,3.151,23.547
1.114,30.139,3.196,24.334
1.233,30.055,2.988,24.381
1.333,32.712,2.687,24.174
1.81,32.386,3.178,24.634
1.629,35.01,2.734,24.958
1.865,35.26,3.108,24.972
1.334,25.696,3.426,24.134
1.483,27.151,3.508,23.681
1.854,30.854,3.416,23.874
1.302,30.659,3.061,24.133
1.387,33.581,3.028,24.95
1.374,32.449,2.583,24.372
1.836,29.77,2.82,24.438
1.679,31.025,2.911,24.119
0.868,32.148,2.433,24.072
1.97,33.968,2.833,24.52
0.942,32.119,2.736,24.423
1.102,32.748,2.889,23.49
0.749,26.413,3.183,23.442
0.931,32.683,2.55,25.276
0.802,28.35,3.45,22.851
1.757,32.998,2.709,25.214
1.312,28.809,3.533,22.856
1.163,28.62,3.785,23.873
2.484,30.902,2.992,22.946
1.58,33.312,3.04,24.259
1.288,31.539,2.959,23.902
1.557,33.243,2.729,24.5
1.225,30.608,2.876,23.244
1.526,33.496,2.993,24.555
2.163,30.625,2.772,25.039
1.294,31.96,3.2,24.309
1.156,32.097,2.336,24.247
1.367,31.669,2.665,24.788
1.447,33.346,2.579,24.669
1.869,33.105,2.837,24.754
1.368,30.099,3.445,23.935
1.832,31.618,2.872,24.9
1.451,32.917,3.049,24.151
1.873,34.006,2.223,25.222
1.905,34.414,2.925,24.803
1.2,31.356,2.999,24.609
1.246,27.585,3.61,24.175
1.625,30.397,2.957,23.8
1.057,28.272,3.468,22.519
0.766,28.908,3.307,23.414
1.734,34.974,2.598,25.255
1.19,35.247,3.541,24.51
1.754,32.47,2.693,25.572
1.304,32.851,3.038,24.272
1.43,28.988,3.837,24.007
1.181,28.869,3.565,23.963
2.793,32.284,2.795,25.036
0.8,30.001,3.56,23.154
1.562,32.677,3.126,25.616
1.535,32.815,3.083,25.153
1.512,34.336,2.669,25.337
1.72,34.755,2.824,25.467
1.023,25.012,3.488,23.793
0.998,31.75,2.813,24.528
1.455,30.262,3.456,24.48
1.514,32.95,2.866,24.483
1.134,32.151,2.922,23.703
0.736,29.761,3.119,22.049
1.576,33.414,2.318,25.594
1.595,31.361,3.481,23.476
1.15,30.689,3.736,23.291
1.053,34.594,3.122,25.068
1.659,31.846,3.12,24.951
0.981,29.663,3.548,23.309
1.762,32.768,2.692,24.615
1.36,26.577,3.436,24.043
1.935,30.79,2.951,24.028
1.506,31.56,3.604,23.905
1.556,32.981,2.685,25.054
1.479,33.103,2.871,25.186
0.996,32.264,2.896,24.509
1.582,34.592,2.737,24.557
1.084,32.556,2.98,24.727
0.585,31.956,3.207,23.777
1.299,33.249,2.63,25.39
2.142,33.955,2.502,25.448
1.331,31.939,2.805,24.922
1.075,30.075,3.261,24.163
0.969,26.05,3.29,23.188
2.498,34.53,2.921,24.266
1.805,31.339,2.887,24.851
0.917,30.963,3.345,23.735
1.485,30.41,3.121,23.248
1.201,35.108,2.628,24.543
1.242,28.707,3.678,23.917
1.405,26.391,3.111,23.667
1.523,21.833,3.272,23.823
1.845,32.871,2.82,25.185
1.276,34.381,2.728,25.175
1.458,33.581,2.655,24.721
2.213,33.058,2.382,25.32
1.236,26.729,3.567,21.447
1.608,30.947,2.819,24.867
1.536,32.318,2.81,25.009
0.693,29.36,3.406,23.8
1.844,35.755,2.795,24.741
1.176,28.63,3.415,23.478
1.111,31.071,3.12,23.775
1.698,30.806,2.75,23.653
0.635,26.852,3.92,23.46
0.711,20.062,3.165,22.248
1.523,32.168,2.775,24.56
1.105,26.121,3.852,22.757
1.474,31.558,3.103,24.707
1.047,33.391,2.585,25.455
0.684,29.373,3.584,23.199
1.697,30.144,2.985,24.408
1.423,26.879,3.496,23.909
1.273,31.015,3.066,24.92
1.6,30.845,3.533,24.564
1.339,32.651,3.077,24.588
1.57,34.89,2.47,25.738
1.152,29.929,3.433,24.303
0.981,28.916,3.406,23.665
1.712,31.71,3.215,25.216
1.553,29.609,3.708,24.22
1.265,32.275,3.282,24.08
1.415,29.983,2.999,25.091
1.39,34.904,2.776,25.205
1.636,31.521,2.815,25.096
1.355,33.945,2.934,25.115
1.4,30.974,3.292,24.682
1.613,30.968,3.733,24.183
1.353,30.944,3.257,24.867
1.064,27.162,3.717,23.234
1.587,29.259,3.371,25.235
0.849,27.794,3.573,21.985
1.136,28.783,3.62,24.115
1.482,27.285,3.544,23.521
1.507,33.185,2.563,25.672
1.472,29.476,3.167,24.316
1.527,28.186,3.476,23.806
1.77,30.893,3.435,25.044
0.372,28.067,3.524,22.469
1.416,27.43,3.941,23.443
0.443,23.632,3.783,22.051
1.614,29.748,3.429,23.827
0.763,30.825,3.098,23.804
0.596,31.229,2.748,24.404
1.614,34.64,2.615,25.892
1.244,26.744,3.439,22.944
1.052,27.717,3.243,23.285
1.171,28.848,3.864,22.876
0.993,29.481,3.701,24.062
1.959,30.956,3.653,23.978
1.447,24.876,3.542,23.377
1.533,32.29,2.64,25.527
1.741,34.213,2.661,25.251
1.364,27.892,3.52,24.059
1.671,33.625,2.847,25.673
0.197,35.377,0.998,23.9
0.104,35.267,1.415,24.676
0.198,35.032,1.179,23.745
1.875,29.914,3.09,23.837
0.2,35.43,1.123,23.475
1.173,30.404,3.909,24.222
1.355,22.452,3.458,22.927
0.019,34.973,1.313,24.793
1.314,32.737,2.953,24.62
0.881,27.284,3.921,22.995
1.206,31.813,4.382,23.288
1.589,30.185,3.128,24.475
1.444,29.56,3.032,25.029
1.172,31.28,3.335,24.414
1.498,27.823,4.076,22.462
1.479,35.014,2.962,25.4
1.746,32.567,3.02,25.828
1.768,27.869,3.186,24.63
1.685,32.502,3.308,25.927
1.893,31.001,3.418,24.645
2.826,29.603,3.345,24.662
1.799,27.927,3.969,23.916
1.543,30.584,3.917,24.467
1.477,31.701,3.357,25.349
1.661,28.263,2.814,25.315
1.702,24.626,4.104,24.136
1.491,32.377,3.483,24.796
2.029,30.771,3.72,24.943
1.61,28.91,3.806,23.979
0.126,34.968,1.515,24.682
0.126,36.157,1.106,24.725
0.142,35.554,1.013,24.846
0.14,35.219,1.328,24.269
0.026,34.964,1.696,25.119
1.616,27.9,2.935,24.772
0.021,36.127,1.354,25.038
0.213,34.593,1.032,23.41
1.611,35.562,2.527,26.019
1.548,33.068,3.006,25.758
0.036,35.691,1.408,25.474
1.124,30.134,3.49,24.746
1.821,31.802,3.326,25.868
1.654,31.035,2.972,25.043
0.98,28.928,3.774,24.023
1.197,30.987,3.452,24.213
1.347,26.957,3.337,24.735
0.757,23.645,3.723,22.427
1.468,30.038,3.438,24.877
0.846,26.017,3.765,23.187
1.556,31.548,3.351,25.089
1.381,32.386,2.622,25.195
1.635,33.137,3.305,25.361
1.493,31.402,3.118,24.832
1.086,32.099,3.214,24.587
0.976,28.691,4.087,23.006
1.156,33.302,2.75,24.905
1.205,33.706,3.185,25.328
1.346,30.355,3.219,24.051
1.704,26.193,3.611,23.682
1.841,33.868,3.035,25.201
1.176,32.099,3.2,24.514
1.948,33.08,2.566,25.649
1.363,32.011,3.114,24.529
1.282,30.427,4.365,23.143
1.209,25.373,3.553,23.838
1.598,29.978,3.443,23.945
1.736,31.015,3.099,24.775
1.838,33.978,2.483,25.101
1.465,32.734,2.455,25.498
1.633,31.736,3.075,25.288
1.709,32.086,2.429,24.605
1.636,31.849,2.522,24.807
1.464,28.381,3.862,23.261
1.209,32.931,2.629,25.301
0.977,27.455,3.601,22.945
1.336,31.513,3.408,24.581
1.554,32.197,3.003,25.375
2.095,32.477,2.794,25.379
1.516,30.596,3.468,24.198
2.308,32.735,2.755,25.84
1.333,30.068,3.535,23.812
1.979,26.996,3.698,23.958
1.527,28.137,3.298,24.836
1.78,27.061,3.989,23.297
0.667,30.1,3.512,23.403
1.324,36.287,3.054,25.582
1.573,28.815,3.67,24.365
1.734,33.795,2.568,26.455
2.144,33.454,2.668,25.936
1.748,34.046,2.951,25.945
1.536,34.062,2.819,25.752
1.158,34.123,2.821,25.478
1.289,34.167,3.094,25.227
1.677,29.431,3.802,24.443
1.33,27.271,3.415,25.06
1.197,35.374,2.983,25.062
1.603,33.339,3.341,25.27
1.929,35.814,3.209,25.483
1.722,34.627,2.951,25.742
1.437,35.562,2.936,25.85
0.962,26.428,3.545,24.151
1.181,29.997,3.673,24.683
1.199,33.115,2.966,24.963
1.616,30.197,3.654,24.539
0.95,29.514,4.209,23.666
1.229,31.775,3.364,24.636
0.968,32.523,2.795,25.44
1.222,29.049,3.19,24.937
1.651,29.976,3.63,23.778
1.769,25.603,3.839,23.779
1.253,31.443,2.897,25.511
1.639,29.29,3.457,25.058
1.226,30.171,3.929,23.048
1.614,31.473,3.204,25.07
1.548,31.992,2.853,25.453
1.4,29.352,3.34,24.64
1.481,28.333,3.626,24.044
1.032,27.769,3.982,23.746
1.825,29.745,3.736,24.637
1.697,26.105,3.056,24.529
0.575,27.989,3.766,23.407
1.276,27.604,3.971,23.994
1.378,29.77,3.832,24.807
1.135,34.751,2.774,25.684
0.752,30.08,3.951,23.887
1.394,27.357,3.739,23.985
0.616,29.171,4.123,22.746
1.967,30.83,3.364,24.442
1.442,32.87,3.058,24.993
1.225,27.948,3.725,23.073
1.613,26.924,3.942,22.952
1.366,32.562,2.568,25.541
1.646,31.069,3.933,24.16
1.415,27.974,4.19,23.268
1.104,27.364,3.768,23.704
0.914,26.685,4.032,22.469
1.635,27.72,3.552,23.19
0.238,26.042,4.309,22.042
1.34,30.981,3.739,23.823
1.422,28.597,4.081,22.535
1.018,26.568,3.84,23.186
1.513,31.488,3.486,24.022
1.338,28.092,3.623,24.657
0.998,30.954,3.173,24.542
1.413,31.28,3.131,24.568
1.419,26.778,3.647,22.098
1.165,25.868,3.827,22.957
1.698,31.924,3.086,25.207
0.977,28.341,3.137,24.119
1.426,31.708,3.487,24.308
0.881,26.165,3.924,22.854
1.488,29.052,3.087,24.303
0.871,27.863,3.225,23.919
1.323,31.449,2.396,25.418
1.245,31.583,3.122,24.414
1.702,33.358,2.484,24.982
1.36,31.778,3.421,24.419
1.25,30.636,3.468,24.423
1.718,32.583,3.224,24.689
0.681,31.485,3.556,24.153
1.344,26.165,4.028,22.709
1.438,31.183,3.331,24.297
1.588,25.362,3.931,22.633
1.322,31.384,3.603,24.418
1.558,30.525,3.448,24.409
1.261,29.363,3.642,23.829
1.545,28.746,3.762,23.939
1.374,34.914,2.356,25.767
1.875,30.469,3.31,24.973
1.922,28.177,3.974,23.859
1.222,26.207,3.729,23.168
1.524,28.061,3.437,23.285
1.393,32.839,3.199,24.71
0.764,30.645,2.812,24.54
1.325,31.431,3.047,25.158
1.531,29.428,3.333,24.501
1.292,29.16,3.916,23.564
1.259,33.85,2.866,25.201
1.382,34.858,2.576,25.056
1.723,33.638,2.957,24.987
1.742,30.584,3.801,23.895
1.752,28.31,3.288,24.382
1.042,24.315,3.8,22.176
1.454,25.446,4.014,23.054
1.329,25.017,3.549,23.754
1.921,32.472,3.163,25.054
1.559,29.542,3.685,23.199
2.019,31.577,3.213,24.058
1.168,32.414,3.208,25.07
1.435,32.723,3.115,24.991
1.899,31.582,3.15,24.596
1.392,33.74,2.115,25.47
1.53,32.88,2.632,25.463
1.916,34.132,3.083,25.622
1.229,34.472,2.718,24.3
1.387,34.54,2.629,25.236
1.05,34.601,3.307,24.737
1.028,27.748,3.55,24.62
1.492,33.458,2.671,25.151
1.757,31.583,3.816,23.742
1.102,29.615,3.189,24.443
1.208,32.008,2.724,25.048
1.278,26.986,2.986,25.035
1.556,32.94,3.326,24.785
0.955,30.108,3.193,24.483
1.584,30.586,3.002,24.776
0.93,32.598,2.904,24.808
2.439,33.986,3.279,24.515
1.389,33.833,2.435,25.415
1.45,31.69,3.054,24.983
1.205,33.399,2.962,25.136
1.109,30.995,2.736,25.003
1.198,34.229,2.758,25.206
1.388,30.61,3.048,24.488
1.559,27.614,3.49,24.088
1.049,27.841,3.543,24.118
1.171,31.076,2.999,24.92
2.212,33.115,2.877,25.673
0.782,26.63,3.707,22.754
0.905,31.691,2.874,24.551
1.478,28.231,2.78,25.136
1.284,33.879,3.262,24.898
1.344,31.002,3.325,25.247
1.602,32.753,2.715,25.711
1.137,28.945,3.625,23.881
1.59,32.48,3.749,24.741
1.434,30.116,3.203,24.854
0.649,27.701,3.721,23.459
1.422,30.995,2.914,24.501
1.408,29.664,3.665,24.241
1.757,31.339,2.544,25.703
1.156,27.149,3.597,23.653
1.225,32.603,3.259,24.801
1.554,31.367,3.369,24.344
1.474,32.884,2.998,25.448
1.122,29.715,3.151,24.889
1.267,30.622,3.061,24.518
1.166,27.48,4.001,23.877
1.331,27.851,3.875,23.959
1.974,29.032,2.955,24.666
2.186,29.193,3.27,23.961
1.088,29.368,3.168,24.147
1.618,28.703,3.061,24.344
1.538,25.07,3.954,23.524
1.488,27.857,3.58,23.67
1.085,33.283,3.145,24.884
1.236,33.276,2.657,24.908
1.857,32.571,2.822,24.88
2.067,31.302,3.376,23.702
1.301,27.538,3.777,23.084
1.452,30.956,2.996,24.817
1.079,29.207,3.152,23.462
1.257,26.202,3.352,23.832
1.395,32.585,3.338,24.582
0.842,32.744,2.775,24.446
1.56,28.616,3.405,24.035
1.041,31.802,3.089,24.696
2.037,30.172,3.217,24.824
1.318,26.991,3.633,22.934
0.913,33.008,2.765,25.012
1.761,29.828,3.662,23.501
1.288,33.535,2.764,24.559
1.268,30.286,3.318,24.55
1.457,29.272,3.742,24.381
1.759,30.927,3.233,24.538
1.472,29.621,3.246,24.063
1.884,33.628,2.676,25.493
1.296,32.416,3.382,24.455
0.933,30.452,3.234,24.126
1.316,30.414,3.316,24.805
1.137,30.776,3.042,24.264
1.106,29.222,3.564,24.127
1.546,26.816,3.514,23.962
1.826,29.408,2.701,24.833
2.029,32.426,2.89,24.858
1.531,34.027,2.7,25.047
1.498,32.016,2.992,25.231
0.686,33.16,3.159,24.467
1.277,29.667,3.566,24.619
1.507,34.306,3.313,25.162
0.894,35.26,2.517,25.211
1.549,31.795,3.166,25.22
1.76,29.173,2.954,24.662
1.705,28.277,3.314,24.446
0.952,29.983,3.244,24.006
1.291,32.084,3.491,25.036
1.394,32.25,3.25,25.001
1.471,29.691,3.577,24.161
1.535,30.941,2.997,25.356
0.914,32.905,2.779,25.015
1.186,30.024,3.575,23.707
1.153,28.972,3.467,23.608
1.154,25.389,3.974,22.854
1.53,32.759,2.343,25.048
0.893,31.215,3.234,24.223
0.915,25.9,3.731,23.57
1.102,28.689,3.754,23.118
1.576,27.939,3.721,22.609
1.713,27.012,3.792,23.851
1.014,33.101,2.838,24.961
0.975,27.582,3.161,24.096
0.963,32.487,2.781,24.254
1.02,29.323,3.477,23.903
1.391,32.653,2.732,24.995
1.375,28.707,3.186,24.466
1.54,33.585,2.597,24.998
1.992,28.524,3.467,24.048
1.288,29.573,3.228,24.337
1.214,30.324,2.827,24.753
1.173,32.747,2.964,25.122
1.382,33.317,2.776,24.458
1.666,32.519,2.864,24.712
1.542,32.883,2.996,25.054
1.227,29.437,3.862,24.419
1.67,27.53,3.654,23.476
1.183,29.154,4.086,22.886
1.44,31.714,3.564,24.134
1.211,30.972,3.288,24.628
1.656,32.526,3.216,24.087
1.169,32.713,2.714,25.012
1.833,29.748,3.147,24.278
0.901,30.666,3.187,24.348
1.141,25.197,3.683,22.758
1.813,31.888,2.862,25.483
1.155,29.161,3.411,24.476
1.512,31.726,2.75,25.13
1.58,27.844,3.26,24.831
1.567,29.544,3.132,24.524
0.979,31.02,2.827,24.397
1.947,29.756,3.298,24.129
0.619,27.769,4.008,22.873
1.733,32.998,2.878,24.934
1.416,32.096,2.492,25.631
0.948,33.008,3.251,24.737
1.451,33.303,3.44,25.061
1.047,27.44,3.595,23.205
0.934,29.855,3.557,23.782
1.468,27.249,3.136,24.561
2.081,33.386,2.206,25.201
1.403,34.492,2.893,25.212
1.697,31.633,2.739,25.175
1.084,29.766,3.143,24.179
1.38,28.699,3.751,24.032
1.491,27.63,4.042,23.558
1.206,29.984,2.908,24.368
2.05,28.605,3.972,23.423
1.43,29.353,4.19,23.865
1.482,29.214,3.779,24.305
1.848,33.7,2.597,25.5
1.501,31.328,3.202,24.237
1.654,32.068,3.023,25.4
1.575,29.318,3.658,23.845
1.421,32.535,3.283,24.37
1.146,35.555,2.918,25.217
0.878,29.821,3.198,24.407
1.182,28.623,2.636,24.603
1.346,32.4,2.764,25.128
1.369,32.46,3.251,24.631
1.462,30.883,3.55,23.706
1.141,31.228,3.581,24.106
1.181,26.527,3.683,22.94
1.738,29.207,3.55,24.19
1.119,28.03,3.722,23.557
1.673,33.893,2.856,25.349
1.487,33.828,2.548,25.028
1.751,33.061,2.54,25.688
1.601,32.384,3.197,25.027
0.805,33.71,2.611,24.91
1.34,30.362,2.973,24.022
0.913,34.306,2.451,25.461
0.627,27.057,4.026,23.302
1.219,29.217,3.265,24.347
1.276,29.84,3.411,23.977
1.068,26.665,3.984,22.766
1.264,28.503,3.733,23.259
1.2,27.824,3.463,23.128
1.724,30.841,3.442,23.743
1.131,29.524,3.261,24.422
1.024,26.49,3.857,22.986
1.994,24.019,3.477,23.227
1.181,31.885,3.125,24.974
1.167,32.635,2.653,25.229
1.285,27.24,3.682,24.092
1.212,31.303,3.087,24.243
0.814,31.48,3.176,24.477
1.782,33.254,2.247,25.794
0.983,30.418,3.284,24.06
1.501,32.605,3.08,25.418
1.281,30.648,3.367,23.862
1.274,34.002,3.075,25.05
1.075,26.605,4.491,22.15
1.2,30.747,3.098,24.226
1.452,35.009,2.902,25.746
1.077,30.576,4.113,24.045
1.99,30.628,3.379,24.518
1.355,33.763,2.982,25.232
1.55,32.967,2.936,24.934
1.324,33.635,2.707,25.511
1.435,31.823,3.666,24.458
1.489,27.707,3.799,23.069
0.989,26.567,3.913,23.275
1.31,33.227,2.82,25.597
1.779,29.815,3.451,24.804
1.437,32.905,3.234,24.969
1.54,30.582,3.039,24.948
1.305,29.398,3.472,24.209
1.026,28.403,3.525,23.68
1.073,27.455,3.839,24.096
1.505,31.57,3.135,25.089
1.366,29.215,3.698,23.908
1.476,26.519,3.914,23.562
0.725,31.406,3.441,24.28
1.186,32.88,2.732,25.042
1.488,32.773,3.094,25.137
1.341,27.96,3.644,24.423
0.94,31.414,3.579,23.922
1.087,27.517,3.952,23.362
1.134,32.967,3.122,25.245
1.338,31.308,2.794,25.094
1.215,32.733,2.779,25.188
0.855,32.4,3.419,24.433
0.902,32.384,3.257,25.123
1.51,32.614,3.183,24.482
1.103,31.722,3.743,24.403
1.489,32.45,3.217,24.678
1.749,30.635,2.533,25.499
1.554,33.198,3.112,24.986
1.729,30.106,3.386,24.686
0.976,30.661,3.927,23.375
0.578,26.028,3.514,23.261
1.377,31.66,3.034,24.151
0.92,26.493,3.764,23.08
1.435,33.564,2.775,25.315
1.337,32.759,2.947,24.705
1.284,30.667,3.31,23.921
1.461,33.354,2.634,25.794
1.038,28.666,3.693,23.785
1.393,28.171,3.256,23.592
1.385,32.793,2.773,24.17
1.359,30.236,3.145,23.983
0.632,25.312,4.025,22.187
1.306,33.622,2.855,24.854
0.979,26.198,3.969,23.436
1.372,29.999,3.94,23.186
1.385,32.276,3.585,23.683
1.172,28.123,3.887,22.88
1.312,30.423,2.714,24.373
1.256,29.508,3.108,23.608
1.431,31.028,3.227,23.686
1.416,27.955,3.932,23.298
1.139,25.418,3.934,22.512
1.028,30.213,3.632,23.099
1.048,23.464,3.821,23.533
1.357,32.846,3.301,24.661
1.337,27.777,3.901,23.412
1.009,31.892,3.19,23.578
0.83,28.975,3.881,23.199
1.135,30.918,3.232,23.818
1.126,30.044,3.238,23.894
1.273,31.532,3.35,23.964
1.066,31.179,2.647,24.671
1.597,31.887,3.532,24.378
1.207,31.216,2.749,24.677
1.306,32.931,2.845,25.169
1.302,30.221,2.983,24.264
1.228,32.932,3.017,25.185
1.465,35.085,2.917,24.521
0.935,29.184,3.37,24.281
1.287,32.007,2.969,24.658
0.554,30.141,3.792,23.26
1.006,31.608,2.771,23.984
1.309,29.559,3.404,24.137
0.494,22.033,3.749,22.218
1.272,31.103,3.496,23.908
1.259,32.154,3.47,24.623
1.428,33.668,3.008,24.868
0.989,29.844,3.339,24.038
1.22,32.827,2.71,24.822
1.528,30.134,3.368,24.22
0.558,27.717,3.681,22.192
1.259,31.164,3.044,24.875
1.085,26.91,3.596,23.206
